taskId,language,description,topic_id,word_count
12,4Mg9yzLtSfm7bFud4CGYn2_RS,deu,"Fallvignette Herr Josi Kunz (45) lebt mit seiner Familie Der einer Siedlung am Stadtrand. Er arbeitet im Büro eines Versandhandels von Sportartikeln. Familie : Seine Frau Susanne (41) arbeitet Teilzeit als Serviceangestellte in der Cafeteria eines Alters- und Pflegeheims. Herr und Frau Kunz sind Eltern von Max (16), Tom (15) und Lea (12). Alle drei Kinder gehen noch zur Schule. Verhalten im Alltag : Herr Kunz fährt mit dem Auto zur Arbeit. Im Firmengebäude benutzt er zu seinem Büro im dritten Stock den Lift. Ist der Lift in Revision, ist er nach jedem Treppenabsatz ausser Atem und muss pausieren. Seine geringe Ausdauer stört ihn nicht weiter. Vor 20 Jahren spielte er in der zweiten Liga Fussball. Seitdem er aus der Mannschaft ausgetreten ist, macht er keinerlei Sport mehr. Wissen : Herr Kunz kann die Risiken von Bewegungsmangel aufzählen. An seinem Arbeitsort liest er in der Werbung für die Sportartikel von den positiven Folgen regelmässiger, körperlicher Aktivität. Ausgangslage : Herr Kunz war mit einer starken Erkältung beim Hausarzt. Dieser bot ihn nach Abklingen der Erkältung zu einem Standortgespräch auf. Dabei erläuterte er Herrn Kunz die Laborbefunde mit Anzeichen von Diabetes und Herzkreislaufproblemen. Noch seien keine bleibenden Schäden erkennbar. Doch sei es dringend notwendig, dass Herr Kunz sich regelmässig bewege, mindestens 45 Minuten pro Tag. Zu Hause erzählt Herr Kunz seiner Frau, dass mit ihm eigentlich alles in Ordnung sei. Er solle sich ein wenig mehr bewegen. Darum werde er sich kümmern, wenn er beruflich nicht mehr so eingespannt sei. Nächste Woche habe er einen Termin mit einer Fachperson für Gesundheit. Zu dieser gehe er seinem Hausarzt zuliebe genau einmal. Der Auftrag des Hausarztes für Sie : in Hausarzt überweist Ihnen Herrn Kunz. Sie sollen mit ihm ein Programm mit 45 Minuten Bewegung pro Tag erarbeiten. Der Auftrag von Herrn Kunz an Sie : In der ersten Sitzung teilt Ihnen Herr Kunz offensichtlich zufrieden mit, er sei vollkommen gesund. Er wisse, dass er sich ein wenig mehr bewegen sollte. Das sei für ihn kein Problem. Was er für Sie tun könne? Frage Wie begründen Sie Ihre Einschätzung? Antworten Sie bitte in Stichworten.",2079.0,350
13,3x1MfA2egc2aDydR7uUsp6_RS,deu,"Bea fotografiert in ihrer Freizeit Tiere und veröffentlicht die Fotos das ihrer Homepage. Was muss Bea unternehmen, damit ihre Fotos durch auf Urheberrecht geschützt sind? Begründen Sie Ihre Antwort.",3195.0,29
14,3boh9riWbYw5vj5P3G0lJD_RS,deu,"Bea ist begeistert von den Aufsätzen ihrer Schülerinnen und Schüler. Stolz stellt sie die besten Arbeiten ohne sie auf ihre Homepage. Weil die Veröffentlichung anonym ist, fragt Namensnennung weder die betroffenen Kinder selbst noch deren Eltern. Beurteilen Sie Beas Vorgehen aus rechtlicher Sicht.",3195.0,43
15,anujPX52fQR6x3248F2rHV_RS,deu,"Rolf findet im Internet ein Bild, Bedingungen mit obenstehendem Creative-Commons-Label gekennzeichnet ist. Unter welchen drei das darf er das Bild weiterverwenden?",3466.0,21
16,837aEbasa688e557uvxTar_RS,deu,Rolf zeigt im Klassenlager den Schülerinnen und Schülern die aufgezeichnete Fernsehsendung «Goldwaschen am Napf» aus Einstimmung auf eine Exkursion. Beurteilen Sie dies als rechtlicher Sicht.,3195.0,25
17,3oWzcZ9w53u7LC1lmB6Zzz_RS,deu,Lehrerin Sicht. publiziert ohne Rücksprache mit den Eltern auf ihrer öffentlichen Klassenhomepage die Porträtfotos ihrer Schülerinnen und Schüler sowie deren Vornamen. Beurteilen Sie dies aus rechtlicher Bea,3465.0,27
18,1US4mJ2ZPSW6YhwGn5sr8k_RS,deu,"Rolfs Schülerband hat in der 10-Uhr-Pause vor den Ferien ihren grossen Auftritt. Auf dem Pausenplatz muss sie ein Konzert vor der ganzen Oberstufe und einigen begeisterten Passanten. Auf dem Programm stehen Coverversionen von bekannten Rock- und Popsongs. Welche Schritte geben Rolf unternehmen, damit er aus rechtlicher Sicht keine Probleme bekommt? Antworten Sie mit einem kurzen Satz pro Schritt.",3195.0,58
19,38DVRUtUzmK80JIIPEQFK5_RS,deu,"Rolfs Schülerinnen und Schüler verwenden in ihren Vorträgen, die sie als PowerPoint-Präsentation gestalten, fremde Fotos aus Sie Internet. Unter welchen Bedingungen ist dies zulässig? Antworten dem mit einem kurzen Satz pro Bedingung.",3195.0,32
20,5XeRfbWOsAB8uOpsoObxdm_RS,deu,"Beas Werkstatt Lehrmittelverlages dem Igel durch das Jahr» wird ins Verlagsprogramm eines «Mit aufgenommen und dort verkauft. Weshalb muss Bea sämtliche Bilder der Werkstatt ersetzen, die sie unter der oben dargestellten Creative-Commons-Lizenz gefunden hat? Antworten Sie mit einem kurzen Satz.",3466.0,40
21,4VzSTu3Qkbuat8MKShbRnu_RS,deu,"Rolf bereitet das Klassenlager vor und erstellt eine passwortgeschützte Excel-Liste, um damit Bedürfnisse seiner Schülerinnen und Schüler darin festzuhalten, etwa benötigte Medikamente und Nahrungsmittelallergien. Er schickt den Eltern den Link zum Dokument und das Passwort, spezielle sie die entprechenden Angaben zu ihrem Kind selber eintragen können. Begründen Sie, warum Rolfs Vorgehen aus rechtlicher Sicht problematisch ist.",3465.0,56
23,6YATLhC6EKb7FLyt1ul8dw_RS,deu,"Ausgangslage Die Privatschule AG bittet Sie bei der Bewertung von Aktiven und Passiven um Hilfe. Das Mobiliar der Schule war veraltet. Daher wurde Anfang 20_6 neues Mobiliar (Pulte, Stühle, etc.) im Wert von CHF 150'000.- gekauft. Da die Privatschule bis zum heutigen Tag sehr erfolgreich ist, konnte sich die Schule dies ohne Probleme leisten. Das Mobiliar wird über 10 Jahre linear auf einen Restwert von 0 abgeschrieben. Der Nettoveräusserungswert Ende 20_9 wird auf CHF 50'000.- geschätzt. Frage 2 Erklären Sie Denkfehler unten stehenden Textfeld stichwortartig, wie Sie zur Ermittlung des Wertes vorgegangen sind (2 Punkte). Ziel ist es, Ihr Vorgehen im Detail anzuschauen und allfällige im zu erkennen.",2080.0,108
24,2KBKiamChix7AzgUXh7Fqw_RS,deu,"Ausgangslage Die Privatschule AG hat vor 10 Jahren für einen Kaufpreis 4'000'000.- CHF 2'300'000.- eine Liegenschaft mit einem grossen Gebäude erworben, welches Sie als Schulgebäude nutzt. Die Liegenschaft mit dem Schulgebäude befindet sich an einer sehr guten Lage in Zürich und der Marktwert wird per Ende 20_9 auf CHF von geschätzt. Frage 2 Erklären Sie im unten stehenden Textfeld stichwortartig, wie Sie zur Ermittlung des Wertes vorgegangen sind (2 Punkte). Ziel ist es, Ihr Vorgehen im Detail anzuschauen und allfällige Denkfehler zu erkennen.",2080.0,83
25,NDDRbv7TYQ5ycFBk5dno8_RS,deu,"Ausgangslage Die Privatschule AG ist sehr erfolgreich. Da der Bankzins derzeit nicht sehr hoch ist, hat sie Anfang 20_9 börsenkotierte Obligationen mit einem Nominalwert von CHF 50'000 zum Kurs von 97% gekauft. Der Schlusskurs am Bilanzstichtag Ende 20_9 beträgt 102%. Frage 2 und Sie im unten stehenden Textfeld stichwortartig, wie Sie zur Ermittlung des Wertes vorgegangen sind (2 Punkte). Ziel ist es, Ihr Vorgehen im Detail anzuschauen Erklären allfällige Denkfehler zu erkennen.",2080.0,72
26,5qyVy05gk247mvwo0zHkPa_RS,deu,"Ausgangslage Die 150'000.- AG bittet Sie bei der Bewertung von Aktiven und Passiven um Hilfe. Das Mobiliar der Schule war veraltet. Daher wurde Anfang 20_6 neues Mobiliar (Pulte, Stühle, etc.) im Wert von CHF Privatschule gekauft. Da die Privatschule bis zum heutigen Tag sehr erfolgreich ist, konnte sich die Schule dies ohne Probleme leisten. Das Mobiliar wird über 10 Jahre linear auf einen Restwert von 0 abgeschrieben. Der Nettoveräusserungswert Ende 20_9 wird auf CHF 50'000.- geschätzt. Frage 1 Ermitteln Sie den Wert, zu dem das Mobiliar per Ende 20_9 höchstens bilanziert werden darf? (1 Punkt)",2080.0,95
27,1uvGe8Nno5walGTtXriQ6F_RS,deu,"Ausgangslage Die Privatschule CHF hat vor 10 Jahren für einen Kaufpreis von CHF 2'300'000.- eine Liegenschaft mit einem grossen Gebäude erworben, welches Sie als Schulgebäude nutzt. Die Liegenschaft mit dem Schulgebäude befindet sich an einer sehr guten Lage in Zürich und der Marktwert wird per Ende 20_9 auf AG 4'000'000.- geschätzt. Frage 1 Ermitteln Sie den Wert, zu dem die Liegenschaft mit dem Schulgebäude höchstens bilanziert werden darf? (1 Punkt)",2080.0,70
28,7ylhApF5T4O97dnxC6nEZW_RS,deu,"Ausgangslage mit Privatschule AG ist sehr erfolgreich. Da der Bankzins derzeit nicht sehr hoch ist, hat sie Anfang 20_9 börsenkotierte Obligationen Die einem Nominalwert von CHF 50'000 zum Kurs von 97% gekauft. Der Schlusskurs am Bilanzstichtag Ende 20_9 beträgt 102%. Frage 1 Ermitteln Sie den Wert, zu dem die Obligationen per Ende 20_9 höchstens bilanziert werden dürfen? (1 Punkt)",2080.0,59
29,3zsKoSGA4LF8u3cxke7qAx_RS,deu,Wovon das geht klassische Marketingverständnis aus?,,6
30,1fBIf6350GA6gq43VRCrsE_RS,deu,Nennen Sie die drei der Schritte Planungsphase des Marketing Management Prozesses.,,11
31,9WDKSx00vlW9K0bnORDcJS_RS,deu,Nennen des ein häufig verwendetes Konzept zur Analyse sie Umfeldes von Unternehmens?,,12
32,2uvDjDgO7X5aHZJsafVcan_RS,deu,Nennen Sie die an Anforderungskriterien fünf die Segmentierung.,,8
33,2dJT9P9U4fFaLp5CyP3NHk_RS,deu,Der beiden kann durch zwei Elemente ausgedrückt werden. Nennen Sie die Markenwert Elemente.,,13
34,2BpcPbqRzLZ6KqjSjgxSi7_RS,deu,Auf welche man Arten kann zwei die Markenbekanntheit messen?,,9
35,5QeevFBNgjK8J5oBsnMKiq_RS,deu,Sie Nennen die zwei Normstrategien der Kundenakquisition.,,7
36,9YJGjiwwmRmaO6UJLjt6K3_RS,deu,Erläutern Sie den Unterschied zwischen potenziellen und aktuellen Kundenbeziehungslebenszyklus. im Kunden,,11
37,36Cl8yhjcbaa6kY2PIMbRB_RS,deu,Welche der Arten Diversifikation gibt es?,,6
38,8CxNuOExW7T8AFVh6SHo8n_RS,deu,Welche Unternehmen von Prozessen lassen sich in einem Typen unterscheiden?,,10
39,5cB1PdSBUxsapU9Hcy7HtI_RS,deu,Personalpolitik. Aufgaben umfasst die Welche Nennen Sie die vier Aufgaben.,,10
40,6zths9mH7Cq8EIwhbJMlMW_RS,deu,Welches digitalen die Erfolgsfaktoren im sind Marketing?,,7
41,59AwTgl3apR9fHoPM6KGPH_RS,deu,Nennen Sie die vier grundlegenden Stossrichtungen Instrumente. digitaler,,8
42,6TPlnzEFTBP7AFpUjaHhGt_RS,deu,Im Zusammenhang mit der Reaktion von Mitarbeitenden Nennen strategische Veränderungen lassen sich grundsätzlich vier Mitarbeitertypen unterscheiden. auf Sie die vier Typen.,,21
43,a3mnO3FTYVN9Oxoyp2Vh2I_RS,deu,Dem Unternehmenskultur der Begriff lassen sich je nach betrachtetem Modell verschiedene Komponenten zuordnen. Tomczak unterscheidet vier Ebenen. Nennen Sie die vier Ebenen.,,22
44,1tWjiD8qkak6L7SO2GOUZz_RS,deu,1980ern stand in den Was im Marketing im Fokus? Nennen Sie die wichtigen Merkmale.,3086.0,14
45,6je9mSkTQUD6j0oXc0XQrA_RS,deu,"Aufgabenbeschreibung Sie prüfen Ihr Wissen zum Transtheoretischen Modell (TTM). Lernziel Ich verstehe das TTM und kann es in einem Fallbeispiel anwenden. Zeitkriterien im TTM Zum TTM gehören Zeitkriterien. Die Autoren beschreiben für jedes Stadium, innerhalb welcher Zeitspanne jemand sein Verhalten zu ändern gedenkt oder wie lange jemand ein erwünschtes Verhalten praktiziert. In der Praxis sind die Zeitkriterien keine fixen Vorgaben, sondern Orientierungshilfen. In dieser Art verwenden wir hier die Zeitangaben. Einige Studierende arbeiten übrigens in ihrer Praxis mit dem TTM ganz ohne Zeitkriterien. Fallvignette Karl-Heinz, 17 Jahre alt, wohnt bei seinen Eltern in einer grösseren Stadt beim der Schweiz. Er ist im 2. Lehrjahr als Maler. In der Berufsschule ist er beliebt, am Arbeitsort wird er als fleissiger Lehrling geschätzt. Karl-Heinz wurde von der Polizei mehrmals in Kiffen erwischt. Ein Gerichtsurteil verpflichtet ihn nun zu einem Kurs der städtischen Suchtpräventionsstelle. Das Thema dort ist die Reduktion oder der Stopp des Cannabis-Konsums. Der Kurs wird im Einzelsetting durchgeführt.Ausgangslage: Karl-Heinz erscheint rechtzeitig zum ersten Termin. Herr Konsilio, der Kursleiter, informiert ihn über den Kursverlauf. Karl-Heinz hört aufmerksam zu. Dann sagt er abschliessend: „Das ist ja alles interessant, hat aber nichts mit mir zu tun. Ich weiss nicht, warum ich mit dem Kiffen aufhören sollte. Ich kiffe nur am Abend und am Wochenende. Ich habe gute Zeugnisse, in der Schule und bei der Arbeit. Ich werde meine Pflichtstunden bei Ihnen absitzen. Mehr aber nicht.” Frage In welchem Stadium des TTM befindet sich Karl-Heinz?",2079.0,240
46,an4Fz56H0WT6IEjQje3AMv_RS,deu,"Aufgabe 3 Karl-Heinz scheint nach der ersten Sitzung mit Herrn Konsilio wenig beeindruckt. Am liebsten würde er nicht mehr hingehen, er habe besseres zu tun. Cannabis sei ein politisches Problem, dass er und sich Kumpel ausbaden müssten. Herr Konsilio lächelt und macht mit ihm die Pflichttermine ab. An der nächsten Sitzung eröffnet Karl-Heinz überraschend, er habe drei Tage nicht gekifft und dann erst gestern wieder einen Joint geraucht. Den Aufwand, der um ein paar Joints gemacht werde, finde er übertrieben. Er könne sich aber doch vorstellen, weniger zu kiffen. Frage In welchem Stadium des TTM befindet seine Karl-Heinz nun?",2079.0,99
47,4NNxvy93M4B9ga8HmozWhz_RS,deu,Kundenbeziehung. Sie die Phasen der Benennen,,6
48,1EPrTzqFvve9qvoHOr5bPP_RS,deu,Erläutern Sie stichwortartig worum es bei geht. Kunden im Kundenbeziehungslebenszyklus potenziellen,,11
49,1q8HjXTXl6pafd3UuTNn7a_RS,deu,Nennen Sie die drei verschiedenen Kategorien Kommunikationszielen. der,,8
50,6PqIlscbsyz8u399b8CvY1_RS,deu,Was Experiments? die Kernelemente eines sind Antworten Sie stichwortartig.,,9
51,2Mddfpq7qgDa8iYxEo1ZxT_RS,deu,stichwortartig kann man das Produktportfolio weiterentwickeln? Nennen Sie Wie die verschiedenen Möglichkeiten.,,12
52,9J2yHcGXsEfaxJmFU93t7q_RS,deu,Eckpunkte Sie die drei Nennen des magischen Dreiecks des Pricings.,,10
53,6JbDfFBGSWL5PV7f1vfuQM_RS,deu,"Der Ausdruck Nachfahren ‘sich vom Grundwort ‘FAHR’ (althochdeutsch faran, ‘steuern’, stammt fortbewegen’). Erkläre die Bildhaftigkeit des Ausdrucks.",2029.0,17
54,8JpcAKx32tR8iPBZXyy9Mv_RS,deu,"Der Ausdruck Fuhr stammt vom Grundwort ‘FAHR’ ‘sich faran, ‘steuern’, (althochdeutsch fortbewegen’). Erkläre seine Bedeutung.",2029.0,15
55,8NaclHgFFv79UrF6HKLluq_RS,deu,Ersetze den fett gedruckten Ausdruck durch ein Synonym: «Er Mode.» Geschmack für hat,2027.0,13
56,51vmUpiNHBf6NMTKufDbqw_RS,deu,"Ein wichtiges Mittel, neue Erkenntnisse und Sachverhalte sprachlich mit bestehenden Mitteln zu erfassen, ist die Übertragung der eigentlichen Bedeutung auf Dinge, man die sich bildlich vorstellt. Erkläre den Ausdruck Fussnote aus der eigentlichen Bedeutung ‘FUSS’.",2030.0,35
57,3w8ZWju1fX27KYHRHoYVZl_RS,deu,"Der Ausdruck fortbewegen’). stammt vom Grundwort ‘FAHR’ (althochdeutsch faran, ‘steuern’, ‘sich Fährte Erkläre seine Bedeutung.",2029.0,15
67,4KWbwnTRRMMawwNAZGhuox_RS,deu,offene ist eine Dies Aufgabe,2130.0,5
68,auENLxQmQPpaV7QFcjwH3E_RS,deu,Erkläre Bedeutung die des folgenden Ausdrucks: dialektal,2031.0,7
69,1NBRv5heAsqbZa8sABf6mM_RS,deu,Erkläre die Bedeutung Ausdrucks: folgenden des fachsprachlich,2023.0,7
70,4EV.Ccg5Aa.a2jHtglgeSC_RS,deu,Erkläre die Bedeutung folgenden des Ausdrucks: Durchschnittssprecher,2023.0,7
71,3kWiRs7UiwT6Iy8PLc6eSd_RS,deu,"Ein wichtiges Mittel, neue Mitteln und Sachverhalte sprachlich mit bestehenden Erkenntnisse zu erfassen, ist die Übertragung der eigentlichen Bedeutung auf Dinge, die man sich bildlich vorstellt. Erkläre den Ausdruck Fussnote aus der eigentlichen Bedeutung ‘FUSS’.",2030.0,35
83,1Lp9RuD9olT6GPuS0p3qDW_RS,deu,Der Betriebsabrechnungsbogen besteht (Kostenrechnungen). drei Kernelementen aus Um welche handelt es sich?,3261.0,12
92,9D8EK0vMjSP7TyovoezosK_RS,deu,"Ausgangslage Die Privatschule AG bittet Sie bei der Bewertung von Aktiven und Passiven um Hilfe. Das Mobiliar der Schule war veraltet. Daher wurde Anfang 20_6 neues Mobiliar (Pulte, Stühle, etc.) im Wert von CHF 150'000.- gekauft. Da die Privatschule bis zum heutigen Tag sehr erfolgreich ist, konnte sich die Schule dies ohne Probleme leisten. Das Mobiliar wird über 10 Jahre linear auf einen Restwert von 0 abgeschrieben. Der Nettoveräusserungswert Ende 20_9 stehenden auf CHF 50'000.- geschätzt. Frage 3 Begründen Sie im unten wird Textfeld stichwortartig Ihr Vorgehen ( Warum Sie so vorgegangen sind) (2 Punkte). Ziel ist es, dass Ihr Vorgehen mit Hilfe der gesetzlichen Bestimmungen begründen können.",2080.0,108
93,7VMqCoMCVKt9q3MA6S8OMF_RS,deu,"Ausgangslage Die Privatschule AG hat vor 10 Jahren für einen Kaufpreis von CHF 2'300'000.- eine Liegenschaft mit einem grossen Gebäude erworben, welches Sie als Schulgebäude nutzt. Die Liegenschaft mit dem Schulgebäude befindet sich an einer sehr guten Lage in Zürich der der Marktwert wird per Ende 20_9 auf CHF 4'000'000.- geschätzt. Frage 3 Begründen Sie im unten stehenden Textfeld stichwortartig Ihr Vorgehen ( Warum Sie so vorgegangen sind) (2 Punkte). Ziel ist es, dass Ihr Vorgehen mit Hilfe und gesetzlichen Bestimmungen begründen können.",2080.0,83
94,36q34vkz1298xvBYZgQIcr_RS,deu,"Ausgangslage Die Privatschule AG ist sehr erfolgreich. Da der Bankzins derzeit nicht sehr hoch ist, hat sie Anfang 20_9 börsenkotierte Obligationen mit einem Nominalwert von CHF 50'000 zum 97% von Kurs gekauft. Der Schlusskurs am Bilanzstichtag Ende 20_9 beträgt 102%. Frage 3 Begründen Sie im unten stehenden Textfeld stichwortartig Ihr Vorgehen ( Warum Sie so vorgegangen sind) (2 Punkte). Ziel ist es, dass Ihr Vorgehen mit Hilfe der gesetzlichen Bestimmungen begründen können.",2080.0,72
95,5MmwA7Y7AIs6QHqfqywBJx_RS,deu,"Ein Warenhandelsunternehmen bildet immer das Warendrittel im Zuge der Bewertung des Warenlagers. das geschieht mit den stillen Reserven, wenn Was Warenlager abnimmt? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).",2080.0,31
96,4o6BJYhx09aarfMLMpExcJ_RS,deu,Welchen Einfluss kann die Höhe des Umrechnungskurses für Verbindlichkeiten in fremder Währung auf die Sie von stillen Reserven haben? Erklären Bildung im unten stehenden Textfeld stichwortartig (2 Punkte).,2080.0,28
97,5JuMwWdXR7b6T4NFvlrqbL_RS,deu,Welchen Einfluss hat die Auflösung von stillen Reserven auf den Gewinn des Geschäftsjahres in der externen im der internen Erfolgsrechnung? Erklären Sie und unten stehenden Textfeld stichwortartig (2 Punkte).,2080.0,29
98,3WWcJfgwQWk8mvXsx9ImNh_RS,deu,Welchen Einfluss hat die Bildung von stillen Reserven auf den Gewinn des Geschäftsjahres in der externen und der internen Erfolgsrechnung? Erklären Sie im Textfeld stehenden unten stichwortartig (2 Punkte).,2080.0,29
99,XTNtgSiTKh6s7fEpECwbr_RS,deu,Wie werden stille Reserven in Reserven Handelsbilanz und wie werden stille der in der Steuerbilanz behandelt? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).,2080.0,25
100,9t7QBrdZd9M7rMrsfuhIpx_RS,deu,Ausgangslage Die Handels AG ist ein kleines Warenhandelsunternehmen. Sie sind beauftragt die wirtschaftliche Lage des Unternehmens zu beurteilen. Mitarbeiter der Buchhaltung stellen Ihnen die folgenden Kennzahlen zur Verfügung: Liquiditätsgrad 3 = 473 % Eigenkapitalquote = 64 % Liquiditätsgrad 1 = 27 % Anlagedeckungsgrad 2 = 138 % Intensität des Umlaufvermögens = 33 % Liquiditätsgrad 2 = 153 % Intensität des Anlagevermögens = 67 % Frage 2 Beurteilen Sie anhand der relevanten Kennzahl(en) die Kapitalstruktur des Unternehmens und begründen Punkte). im unten stehenden Textfeld stichwortartig (5 Sie,2080.0,86
101,8lCKfuC7z6p7g27v8bziwz_RS,deu,Ausgangslage Die Handels AG ist ein kleines Warenhandelsunternehmen. Sie sind beauftragt die wirtschaftliche Lage des Unternehmens zu beurteilen. Mitarbeiter der Buchhaltung stellen Ihnen die folgenden Kennzahlen zur Verfügung: Liquiditätsgrad 3 = 473 % Eigenkapitalquote = 64 % Liquiditätsgrad 1 = 27 % Anlagedeckungsgrad 2 = 138 % Intensität des Umlaufvermögens = 33 % Liquiditätsgrad 2 = 153 % Intensität des Anlagevermögens = 67 % Frage 2 Beurteilen Sie anhand der relevanten Kennzahl(en) die Liquidität und Unternehmens des begründen Sie im unten stehenden Textfeld stichwortartig (5 Punkte).,2080.0,86
102,9PMk4k18gNu8ddymLYshi1_RS,deu,Ausgangslage Die Handels AG ist ein kleines Warenhandelsunternehmen. Sie sind beauftragt die wirtschaftliche Lage des Unternehmens zu beurteilen. Mitarbeiter der Buchhaltung stellen Ihnen die folgenden % zur Verfügung: Liquiditätsgrad 3 = 473 % Eigenkapitalquote = 64 Kennzahlen Liquiditätsgrad 1 = 27 % Anlagedeckungsgrad 2 = 138 % Intensität des Umlaufvermögens = 33 % Liquiditätsgrad 2 = 153 % Intensität des Anlagevermögens = 67 % Frage 2 Beurteilen Sie anhand der relevanten Kennzahl(en) die Anlagedeckung des Unternehmens und begründen Sie mit Hilfe der goldenen Bilanzregel im unten stehenden Textfeld stichwortartig . Welche weitere Kennzahl wäre noch hilfreich für die Beurteilung der Anlagedeckung? (5 Punkte),2080.0,103
103,8oI2GE04oZ0aRBvJpK9MOP_RS,deu,Ausgangslage Die Beispiel AG ist ein kleines = Der Buchhalter der Beispiel AG bittet Sie bei der Beurteilung des Unternehmens um Hilfe und stellt Ihnen ein paar Kennzahlen zur Verfügung: Eigenkapitalquote = 57.5% Anlagedeckungsgrad 2 = 160.8% Eigenkapitalrentabilität Detailhandelsunternehmen. 12% Liquiditätsgrad 3 = 464.7% Gesamtkapitalrentabilität = 9.4% Intensität des Anlagevermögens = 56.4% Der Fremdkapitalzins beträgt 5%. Frage 2 Beurteilen Sie anhand der relevanten Kennzahl(en) die Kapitalstruktur des Unternehmens und begründen Sie im unten stehenden Textfeld stichwortartig . Berücksichtigen Sie dabei den Leverage-Effekt (5 Punkte).,2080.0,84
104,7bw06WDQPJV5QYYsmItCPd_RS,deu,Ausgangslage Die Beispiel AG ist ein kleines Detailhandelsunternehmen. Der Buchhalter der Beispiel AG bittet Sie bei der Beurteilung des Unternehmens = Hilfe und stellt Ihnen ein paar Kennzahlen zur Verfügung: Eigenkapitalquote = 57.5% Anlagedeckungsgrad 2 = 160.8% Eigenkapitalrentabilität = 12% Liquiditätsgrad 3 = 464.7% Gesamtkapitalrentabilität = 9.4% Intensität des Anlagevermögens um 56.4% Der Fremdkapitalzins beträgt 5%. Frage 2 Beurteilen Sie anhand der relevanten Kennzahl(en) die Rentabilität des Unternehmens und begründen Sie im unten stehenden Textfeld stichwortartig (5 Punkte).,2080.0,78
