index,taskId,language,description,context,topic_id,word_count
86,2720,vEhPAb752Va2DJp4wX3HR,DE,beschreiben aufbau sonn vergleich information text bildern,"  Die Sonne ist ein durchschnittlicher Stern im äußeren Drittel einer durchschnittlichen Galaxie. Sie ist aber die wichtigste Energiequelle für die Erde, ohne die Leben hier nicht möglich wäre. Die Sonne ist das Zentrum des Sonnensystems. Ihr Äquatorradius beträgt 696300 km und ihre Masse 1 , 99 ⋅ 10 30 kg , das sind rund 99 , 9 % der Gesamtmasse des Sonnensystems.   Aufbau der Sonne Der innere Aufbau der Sonne zeigt mehrere Schichten (→B2): Den Kern (die Fusionszone, in der Wasserstoff zu Helium verschmilzt), die Strahlungszone und die Konvektionszone. Danach folgt die Photosphäre, die die sichtbare Oberfläche der Sonne bildet. An die Photosphäre schließen sich mehrere Schichten in der Sonnenatmosphäre an: Chromosphäre: Diese 2000 km dicke Schicht hat eine Temperatur von bis zu 10000 K und ist nur bei einer Sonnenfinsternis sichtbar. Korona: Diese erstreckt sich über mehrere Millionen km. Die Dichte ist sehr niedrig, die hochenergetischen Teilchen ergeben allerdings eine Temperatur von mehreren Millionen Kelvin. Dadurch treten hochionisierte Ionen auf, die Röntgenstrahlung erzeugen.   Sonnenwind Dies ist ein Strom aus schnellen Protonen und Elektronen, der in der Korona entsteht. Der Sonnenwind ist verantwortlich für die Krümmung der Kometenschweife (immer von der Sonne weg gerichtet) und für Polarlichter in der Erdatmosphäre (→B3). Starke Sonnenwinde können die Ausbreitung elektromagnetischer Wellen auf der Erde und sogar die Stromversorgung stören.   Magnetfeld der Sonne Da innerhalb der Sonne heißes ionisiertes Gas strömt, entsteht in der Sonne ein Magnetfeld. Die Magnetfeldlinien können sich zu Bündeln vereinigen, die bogenförmig aus der Oberfläche austreten. An diesen Stellen entstehen dunkle Sonnenflecken, die Temperatur ist dort rund 1500 K niedriger als sonst auf der Sonnenoberfläche (→B1). Wenn sich die Feldbögen kurzschließen, kommt es zu einem koronalen Massenauswurf, einem sogenannten Flare. Dieser kann auf der Erde zu ähnlichen, aber stärkeren Auswirkungen als der Sonnenwind führen.   Die Sonne bildet das Zentrum unseres Sonnensystems. Die Erde erreichen unterschiedliche Strahlung und Teilchenströme von der Sonne, z.B. sichtbares Licht und Sonnenwind. ",,7
87,2721,56YIKwXCYKk7GeodV2GTuv,DE,bei blick fenster zugen zug nachbarglei manchmal klar eigen zug glei tatsachlich relativ erd bewegen erlautern alltagserfahrung physikalisch,"  1905 revolutionierte Albert Einstein die Physik, indem er ein grundlegendes Problem seiner Zeit löste: Die klassische Newton’sche Mechanik war nicht widerspruchsfrei mit den Gesetzen der Elektrodynamik vereinbar. Einstein gelang es, beide Theorien auf Basis zweier wesentlicher Gedanken zu verbinden, der Einstein’schen Postulate.   Galilei’sches Relativitätsprinzip Galileo Galilei hatte den folgenden Gedanken formuliert: „Schließt euch… in einem möglichst großen Raum unter dem Deck eines großen Schiffes ein…, sorgt auch für ein Gefäß mit Wasser und kleinen Fischen darin…, solange das Schiff stille steht… wird man sehen, wie die Fische ohne irgendwelchen Unterschied nach allen Richtungen schwimmen… Nun lasst das Schiff mit jeder beliebigen Geschwindigkeit sich bewegen. Ihr werdet – wenn die Bewegung gleichförmig ist,… bei allen genannten Erscheinungen nicht die geringste Veränderung eintreten sehen. Aus keiner derselben werdet ihr entnehmen können, ob das Schiff fährt oder still steht.“ Damit beschreibt Galilei das klassische Relativitätsprinzip, wonach mechanische Experimente in allen Inertialsystemen gleich ablaufen. Lässt man z.B. einen Stein an Bord des gleichförmig bewegten Schiffs fallen, landet dieser unabhängig von der Bewegung des Schiffs immer auf derselben Stelle des Schiffsbodens. Mit Hilfe dieses Fallexperiments lässt sich nicht feststellen, ob und mit welcher konstanten Geschwindigkeit sich das Schiff bewegt. Sieht man aus dem Fenster des Schiffs und erblickt ein anderes sich gleichförmig bewegendes Schiff, kann lediglich die Relativgeschwindigkeit beider Schiffe ermittelt werden. Die Angabe einer absoluten Geschwindigkeit der Schiffe ist nicht möglich, da es kein ausgezeichnetes, absolutes Bezugssystem gibt.   Der Äther als absolutes Bezugssystem? In den Gesetzen der Elektrodynamik besitzt das Licht immer die gleiche, konstante Ausbreitungsgeschwindigkeit c. Deshalb ging man Ende des 19. Jahrhunderts davon aus, dass es ein absolutes Bezugssystem gibt, relativ zu dem die Lichtgeschwindigkeit mit stets demselben Wert angegeben werden kann. Zur damaligen Zeit wurde angenommen, dass das Licht als elektromagnetische Welle ein Ausbreitungsmedium benötigt, so wie Schallwellen die Luft als Trägermedium benötigen oder Meereswellen das Wasser. Dieses Lichtmedium bezeichnete man als „Äther“. Der Äther würde ein absolutes Bezugssystem für die Messung von Geschwindigkeiten darstellen, allerdings stünde seine Existenz im Widerspruch zum Relativitätsprinzip der Newton’schen Mechanik.   Einsteins 1. Postulat Einstein löste diesen Widerspruch, indem er zwei Postulate an den Anfang seiner Speziellen Relativitätstheorie stellte. Das erste Postulat ist eine Verallgemeinerung des Galilei’schen Relativitätsprinzips über die Mechanik hinaus auf alle physikalischen Gesetze (z.B. auch die der Elektrodynamik oder der Optik). Das Prinzip der Relativität sah Einstein als so allgemeingültig und gut bestätigt an, dass er sich nicht vorstellen konnte, warum es auf die Mechanik beschränkt sein sollte. Nach Einstein kann mit keinem beliebigen Experiment, ob mechanisch, elektromagnetisch oder optisch, zwischen verschiedenen Inertialsystemen unterschieden werden. Die Geschwindigkeit eines Objektes kann nicht absolut bestimmt werden. Es sind immer nur Relativbewegungen messbar, „absolute Ruhe“ gibt es nicht.   Relativitätsprinzip (1. Postulat): Jedes physikalische Gesetz hat in allen Inertialsystemen dieselbe Form. Alle Inertialsysteme sind gleichberechtigt. ",,18
88,2722,9npQcyWvFZ65GZLs3AATej,DE,beschreiben form moglich flugbahn fur elektron konstant geschwindigkeit homogen feld konden eintritt erklar entstehung bahnkurv,"  In Kathoden- oder Elektronenstrahlröhren hinterlassen geladene Körper sichtbare Spuren, sodass man sie auf ihrem Weg verfolgen kann. Ist es auch möglich, ihren Weg vorherzusagen?   Elektronen und Protonen als Ladungsträger Elektrischer Strom ist bewegte Ladung. Positive und negative elektrische Ladung ist stets mit der Körpereigenschaft der Masse verbunden. Bei geladenen Körpern spricht man von Ladungsträgern . Der leichteste Ladungsträger mit der kleinsten positiven Ladung in den Stoffen unserer Umwelt ist der Kern des Wasserstoff-Atoms, das Proton . Der leichteste Ladungsträger mit der kleinsten negativen Ladung ist das Elektron . Beide haben dem Betrag nach dieselbe Ladung, die Elementarladung e . Es ist: e = 1 , 602 ⋅ 10 - 19 C   Bewegung im elektrischen Längsfeld Eine Elektronenstrahlröhre besteht aus einem evakuierten Glaskolben, der eine Glühkathode und eine Anode mit ringförmiger Öffnung enthält. An die Kathode wird eine Heizspannung angelegt, die den Draht bis zum Glühen erhitzt. Aus diesem glühenden Draht treten Elektronen aus, man spricht vom glühelektrischen Effekt . Durch Anlegen einer hohen Spannung zwischen Glühkathode und Anode entsteht ein elektrisches Feld, in dem die freigesetzten Elektronen beschleunigt werden. Elektronen, die die Öffnung der Anode passieren, bewegen sich aufgrund ihrer Trägheit weiter, bis sie auf einen Fluoreszenzschirm treffen. In der Röhre erzeugt ein Kreuz einen Schatten wie bei einer Beleuchtung mit Licht und weist auf geradlinige Ausbreitung der Elektronen hin (→B1). Wenn man einen geladenen Stab nähert, verschiebt sich der „Elektronenschatten“ gegen den „Lichtschatten“. Elektronen verlassen einen Glühdraht mit einer geringen, thermisch bedingten Anfangsgeschwindigkeit. Im elektrischen Feld zwischen Kathode und Anode der Röhre werden die Elektronen so stark beschleunigt, dass die Anfangsgeschwindigkeit vernachlässigt werden kann. Bei der Spannung U B wird die Energie ΔE = e ⋅ U B in Bewegungsenergie der Elektronen überführt. Damit gilt: E B = e ⋅ U B = 1 2 me ⋅ v 2 m e ist die Masse eines Elektrons. Es ergibt sich: v = 2 e ⋅ U B m e   Bewegung im elektrischen Querfeld Treten die auf die Geschwindigkeit v beschleunigten Elektronen senkrecht in das homogene Feld E eines Kondensators ein, so werden sie durch das elektrische Feld in Richtung der positiven Platte abgelenkt (→B3). Die Beschleunigung, die die Elektronen in diesem Feld erfahren, ist: a y = e ⋅ E m e   Die Energieeinheit Elektronenvolt Die Energie Δ E , die auf ein Elektron in einem elektrischen Feld bei der Spannung U B übertragen wird, hängt nur von dieser Spannung und der Ladung e ab. Es ist: ΔE = e ⋅ U B ΔE = 1 , 6 ⋅ 10 - 19 VAs = 1 , 6 ⋅ 10 - 19 J Man definiert diesen Betrag als neue Energieeinheit. Sie wird Elektronenvolt eV genannt und in der Atom- und Kernphysik häufig verwendet. ",,15
89,2723,bxFYRdU6UQ5QJnAzaQ2Bq,DE,bestimmen geschwindigkeit elektron elektronenstrahlrohr fur u b v,"  In Kathoden- oder Elektronenstrahlröhren hinterlassen geladene Körper sichtbare Spuren, sodass man sie auf ihrem Weg verfolgen kann. Ist es auch möglich, ihren Weg vorherzusagen?   Elektronen und Protonen als Ladungsträger Elektrischer Strom ist bewegte Ladung. Positive und negative elektrische Ladung ist stets mit der Körpereigenschaft der Masse verbunden. Bei geladenen Körpern spricht man von Ladungsträgern . Der leichteste Ladungsträger mit der kleinsten positiven Ladung in den Stoffen unserer Umwelt ist der Kern des Wasserstoff-Atoms, das Proton . Der leichteste Ladungsträger mit der kleinsten negativen Ladung ist das Elektron . Beide haben dem Betrag nach dieselbe Ladung, die Elementarladung e . Es ist: e = 1 , 602 ⋅ 10 - 19 C   Bewegung im elektrischen Längsfeld Eine Elektronenstrahlröhre besteht aus einem evakuierten Glaskolben, der eine Glühkathode und eine Anode mit ringförmiger Öffnung enthält. An die Kathode wird eine Heizspannung angelegt, die den Draht bis zum Glühen erhitzt. Aus diesem glühenden Draht treten Elektronen aus, man spricht vom glühelektrischen Effekt . Durch Anlegen einer hohen Spannung zwischen Glühkathode und Anode entsteht ein elektrisches Feld, in dem die freigesetzten Elektronen beschleunigt werden. Elektronen, die die Öffnung der Anode passieren, bewegen sich aufgrund ihrer Trägheit weiter, bis sie auf einen Fluoreszenzschirm treffen. In der Röhre erzeugt ein Kreuz einen Schatten wie bei einer Beleuchtung mit Licht und weist auf geradlinige Ausbreitung der Elektronen hin (→B1). Wenn man einen geladenen Stab nähert, verschiebt sich der „Elektronenschatten“ gegen den „Lichtschatten“. Elektronen verlassen einen Glühdraht mit einer geringen, thermisch bedingten Anfangsgeschwindigkeit. Im elektrischen Feld zwischen Kathode und Anode der Röhre werden die Elektronen so stark beschleunigt, dass die Anfangsgeschwindigkeit vernachlässigt werden kann. Bei der Spannung U B wird die Energie ΔE = e ⋅ U B in Bewegungsenergie der Elektronen überführt. Damit gilt: E B = e ⋅ U B = 1 2 me ⋅ v 2 m e ist die Masse eines Elektrons. Es ergibt sich: v = 2 e ⋅ U B m e   Bewegung im elektrischen Querfeld Treten die auf die Geschwindigkeit v beschleunigten Elektronen senkrecht in das homogene Feld E eines Kondensators ein, so werden sie durch das elektrische Feld in Richtung der positiven Platte abgelenkt (→B3). Die Beschleunigung, die die Elektronen in diesem Feld erfahren, ist: a y = e ⋅ E m e   Die Energieeinheit Elektronenvolt Die Energie Δ E , die auf ein Elektron in einem elektrischen Feld bei der Spannung U B übertragen wird, hängt nur von dieser Spannung und der Ladung e ab. Es ist: ΔE = e ⋅ U B ΔE = 1 , 6 ⋅ 10 - 19 VAs = 1 , 6 ⋅ 10 - 19 J Man definiert diesen Betrag als neue Energieeinheit. Sie wird Elektronenvolt eV genannt und in der Atom- und Kernphysik häufig verwendet. ",,8
90,2724,4ASu9L17dlA98RigiNeCXZ,DE,sonnenfinsterni neumond geben begrund,"  Eine Sonnenfinsternis zu sehen, ist ein ganz besonderes Erlebnis, das die Menschen schon immer stark beeindruckt hat. Am hellen Tag verfinstert sich die Sonne und nur die leuchtende Korona ist zu sehen. Einige Minuten lang tritt Dämmerung ein.   Da die Sonne eine riesige Lichtquelle ist, entstehen hinter der viel kleineren Erde Kern- und Halbschattenraum. Der Kernschattenraum der Erde reicht fast 1,5 Millionen km ins All. Wenn der Mond in den Kernschattenraum der Erde eintritt, kommt es zu einer Mondfinsternis: Man sieht ihn nicht mehr. Läuft er nur durch den Halbschattenraum der Erde, wird er nicht ganz dunkel. Zu einer Sonnenfinsternis kann es nur bei Neumond kommen, wenn sich der Mond zwischen Erde und Sonne befindet. Hinter dem Mond entstehen ein Kern- und ein Halbschattenraum. Beobachter im Kernschattenraum „sehen“ die Sonne ganz vom Mond verdeckt, eine totale Sonnenfinsternis. Die Menschen im Halbschattenraum sehen die Sonne teilweise verdeckt, also eine partielle Sonnenfinsternis . Die Bahn des Mondes um die Erde ist gegenüber der Bahn der Erde um die Sonne geneigt. Der Mond befindet sich bei seinem Umlauf meistens oberhalb oder unterhalb der Erdbahn. Er wirft damit in diesem Fall keinen Schatten auf die Erde. Es kommt deshalb nicht bei jedem Umlauf des Mondes zu einer Mond- bzw. Sonnenfinsternis. Totale Sonnenfinsternisse sind recht häufig. Der Kernschattenraum hat auf der Erdoberfläche einen Durchmesser von bis zu 300 km . Durch die Bewegung von Erde und Mond wandert dieser Schattenraum auf der Erdoberfläche auf einem Streifen von mehreren tausend Kilometer Länge. Deshalb kann man eine totale Sonnenfinsternis jeweils nur auf einem kleinen Teil der Tagseite der Erde beobachten. Mondfinsternisse finden seltener statt. Dafür kann man sie von der ganzen Nachtseite der Erde aus beobachten. In einem Jahr gibt es maximal 7 Finsternisse (davon 4 oder 5 Sonnenfinsternisse und 2 oder 3 Mondfinsternisse). Minimal gibt es 2 Finsternisse (beides Sonnenfinsternisse).   Bei einer Mondfinsternis befindet sich der Mond im Schattenraum der Erde. Bei einer Sonnenfinsternis befindet sich ein Teil der Erde im Schattenraum des Mondes. ",,4
91,2725,617ImPaKVjk6aXXAjvFZAH,DE,abstand erd mond immer gleich begrund warum manchmal ringformig sonnenfinsterni kommen,"  Eine Sonnenfinsternis zu sehen, ist ein ganz besonderes Erlebnis, das die Menschen schon immer stark beeindruckt hat. Am hellen Tag verfinstert sich die Sonne und nur die leuchtende Korona ist zu sehen. Einige Minuten lang tritt Dämmerung ein.   Da die Sonne eine riesige Lichtquelle ist, entstehen hinter der viel kleineren Erde Kern- und Halbschattenraum. Der Kernschattenraum der Erde reicht fast 1,5 Millionen km ins All. Wenn der Mond in den Kernschattenraum der Erde eintritt, kommt es zu einer Mondfinsternis: Man sieht ihn nicht mehr. Läuft er nur durch den Halbschattenraum der Erde, wird er nicht ganz dunkel. Zu einer Sonnenfinsternis kann es nur bei Neumond kommen, wenn sich der Mond zwischen Erde und Sonne befindet. Hinter dem Mond entstehen ein Kern- und ein Halbschattenraum. Beobachter im Kernschattenraum „sehen“ die Sonne ganz vom Mond verdeckt, eine totale Sonnenfinsternis. Die Menschen im Halbschattenraum sehen die Sonne teilweise verdeckt, also eine partielle Sonnenfinsternis . Die Bahn des Mondes um die Erde ist gegenüber der Bahn der Erde um die Sonne geneigt. Der Mond befindet sich bei seinem Umlauf meistens oberhalb oder unterhalb der Erdbahn. Er wirft damit in diesem Fall keinen Schatten auf die Erde. Es kommt deshalb nicht bei jedem Umlauf des Mondes zu einer Mond- bzw. Sonnenfinsternis. Totale Sonnenfinsternisse sind recht häufig. Der Kernschattenraum hat auf der Erdoberfläche einen Durchmesser von bis zu 300 km . Durch die Bewegung von Erde und Mond wandert dieser Schattenraum auf der Erdoberfläche auf einem Streifen von mehreren tausend Kilometer Länge. Deshalb kann man eine totale Sonnenfinsternis jeweils nur auf einem kleinen Teil der Tagseite der Erde beobachten. Mondfinsternisse finden seltener statt. Dafür kann man sie von der ganzen Nachtseite der Erde aus beobachten. In einem Jahr gibt es maximal 7 Finsternisse (davon 4 oder 5 Sonnenfinsternisse und 2 oder 3 Mondfinsternisse). Minimal gibt es 2 Finsternisse (beides Sonnenfinsternisse).   Bei einer Mondfinsternis befindet sich der Mond im Schattenraum der Erde. Bei einer Sonnenfinsternis befindet sich ein Teil der Erde im Schattenraum des Mondes. ",,11
92,2744,3uWSXzpxSUF9QMJdD71ugc,DE,gib drei markiert punkt jager speer ziel fisch meiten bild treffen skizzier lichtweg entsprechend beispiel,,,15
93,2745,4NWm00QFhQA7q9Rxr4d8bv,DE,schreib eigen wort regel fur sicher umgang elektrisch strom stell reihenfolg fur wichtigkeit regel,,,14
94,2748,4tdFIEKgJcN8pDz0THGAiL,DE,schlagst hammer magnetisierter eisendraht magnen mehr erklar hilf model elementarmagnen,"Modell von Magneten Manfred Grote, Lüchow Münzen und Schraubenmuttern ziehen sich normalerweise gegenseitig nicht an. Trotzdem werden die Münzen hier von der Schraubenmutter gehalten. Auch die Münzen untereinander ziehen sich an. Eine Stricknadel wird zum Magnet Streicht man mit demselben Pol eines starken Magnets mehrmals in derselben Richtung über eine Stricknadel aus Stahl, so kann die Nadel anschließend eine Büroklammer aus Eisen anziehen. Eine Stricknadel wird magnetisiert. Marzell, Alfred, Schwäbisch Gmünd Untersucht man die Stricknadel mit einer  Magnetnadel magnetisiert Durchtrennt man die Stricknadel in der Mitte, so sind beide Teilstücke wieder vollständige Magnete mit jeweils einem Nord- und einem Südpol. Das Modell der Elementarmagnete Um die Beobachtung zu erklären, stellt man sich vor, dass die Stricknadel aus sehr vielen sehr kleinen Magneten besteht. Diese werden  Elementarmagnete Modell der Elementarmagnete Marzell, Alfred, Schwäbisch Gmünd Anwendung des Modells Könnte man die Ordnung der Elementarmagnete aufheben, müsste aus dem „Stricknadel-Magnet“ wieder eine normale Stricknadel werden. Dies gelingt tatsächlich mit mehreren Hammerschlägen auf den „Stricknadel-Magnet“ oder durch starkes Erhitzen. Die Stricknadel wird so  entmagnetisiert Ein Eisennagel lässt sich sogar noch leichter magnetisieren und entmagnetisieren als die Stricknadel aus  Stahl Stahl ist eine besondere Metall-Legierung, die hauptsächlich aus Eisen besteht. Nord- und Südpol eines Magnets treten immer gemeinsam auf. Beim Teilen eines Magnets entstehen zwei neue Magnete mit jeweils einem Nord- und einem Südpol. Man stellt sich vor, dass jeder Magnet aus geordneten Elementarmagneten besteht. Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben. Jeder Magnet besteht aus geordneten Elementarmagneten. Sägt man den Magnet in der Mitte durch, so bleibt die Ordnung erhalten. Der Magnet besteht immer noch aus Elementarmagneten. Weiteres Zersägen ändert daran nichts. Du schlägst mit dem Hammer auf einen magnetisierten Eisendraht. Er ist dann kein Magnet mehr. Erkläre dies mit Hilfe des Modells der Elementarmagnete. Durch die Erschütterung geraten die Elementarmagnete wieder durcheinander. Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Wenn dem Gegenstand aus Eisen der Nordpol eines Magnets zugewandt ist, richten sich die Elementarmagnete des Eisenstücks so aus, dass ihre Südpole dem Magnet zugewandt sind. Ungleichartige Pole ziehen sich an. Ist dem Eisenstück der Südpol des Magnets zugewandt, richten sich die Elementarmagnete so aus, dass dem Magnet ihre Nordpole zugewandt sind - daher auch in diesem Fall Anziehung.",,10
95,2750,adoECk379fi7XbekmJ1S47,DE,gefahrlich verschwitzt naß handen elektrisch gerat hantieren begrund,,,8
96,2800,8vE22fUmqBm6vXcdBMnHGn,DE,begrund magnet geben nordpol sudpol,"Modell von Magneten Manfred Grote, Lüchow Münzen und Schraubenmuttern ziehen sich normalerweise gegenseitig nicht an. Trotzdem werden die Münzen hier von der Schraubenmutter gehalten. Auch die Münzen untereinander ziehen sich an. Eine Stricknadel wird zum Magnet Streicht man mit demselben Pol eines starken Magnets mehrmals in derselben Richtung über eine Stricknadel aus Stahl, so kann die Nadel anschließend eine Büroklammer aus Eisen anziehen. Eine Stricknadel wird magnetisiert. Marzell, Alfred, Schwäbisch Gmünd Untersucht man die Stricknadel mit einer  Magnetnadel magnetisiert Durchtrennt man die Stricknadel in der Mitte, so sind beide Teilstücke wieder vollständige Magnete mit jeweils einem Nord- und einem Südpol. Das Modell der Elementarmagnete Um die Beobachtung zu erklären, stellt man sich vor, dass die Stricknadel aus sehr vielen sehr kleinen Magneten besteht. Diese werden  Elementarmagnete Modell der Elementarmagnete Marzell, Alfred, Schwäbisch Gmünd Anwendung des Modells Könnte man die Ordnung der Elementarmagnete aufheben, müsste aus dem „Stricknadel-Magnet“ wieder eine normale Stricknadel werden. Dies gelingt tatsächlich mit mehreren Hammerschlägen auf den „Stricknadel-Magnet“ oder durch starkes Erhitzen. Die Stricknadel wird so  entmagnetisiert Ein Eisennagel lässt sich sogar noch leichter magnetisieren und entmagnetisieren als die Stricknadel aus  Stahl Stahl ist eine besondere Metall-Legierung, die hauptsächlich aus Eisen besteht. Nord- und Südpol eines Magnets treten immer gemeinsam auf. Beim Teilen eines Magnets entstehen zwei neue Magnete mit jeweils einem Nord- und einem Südpol. Man stellt sich vor, dass jeder Magnet aus geordneten Elementarmagneten besteht. Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben. Jeder Magnet besteht aus geordneten Elementarmagneten. Sägt man den Magnet in der Mitte durch, so bleibt die Ordnung erhalten. Der Magnet besteht immer noch aus Elementarmagneten. Weiteres Zersägen ändert daran nichts. Du schlägst mit dem Hammer auf einen magnetisierten Eisendraht. Er ist dann kein Magnet mehr. Erkläre dies mit Hilfe des Modells der Elementarmagnete. Durch die Erschütterung geraten die Elementarmagnete wieder durcheinander. Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Wenn dem Gegenstand aus Eisen der Nordpol eines Magnets zugewandt ist, richten sich die Elementarmagnete des Eisenstücks so aus, dass ihre Südpole dem Magnet zugewandt sind. Ungleichartige Pole ziehen sich an. Ist dem Eisenstück der Südpol des Magnets zugewandt, richten sich die Elementarmagnete so aus, dass dem Magnet ihre Nordpole zugewandt sind - daher auch in diesem Fall Anziehung.",,5
97,2801,99iolfmsz8p75Ift6DYTo1,DE,gegenstand werfen beleuchtung rotem grun licht zwei schatten erklar farbe kommen,"  Auf Smartphonedisplays gelingt es, Farben brillant darzustellen. Ein in einem Buch abgedrucktes Bild zeigt ebenfalls leuchtende Farben. Welche Technik steckt jeweils hinter der Darstellung der Farben?   Lampen mit grünem, rotem und blauem Licht erzeugen farbige Flecke auf einer Wand. Dort, wo sich die Flecke überschneiden, ergeben sich neue Farben. Das Übereinanderstrahlen verschiedener Lichtfarben nennt man additive Farbmischung . Wird grünes mit rotem Licht gemischt, ergibt sich gelbes Licht. Rot und Blau mischt sich zu Magenta. Grün und Blau ergibt Cyan. Und alle drei Farben zusammen ergeben weißes Licht. Diese sechs Farben lassen sich in einem Farbkreis darstellen. Jede Farbe des Farbkreises lässt sich additiv aus ihren beiden benachbarten Farben mischen. Sich gegenüberliegende Farben dieses Kreises nennt man Komplementärfarben . Sie ergeben bei der Mischung weißes Licht. Die Displays von Smartphones und Monitoren stellen Bilder durch viele einzelne Bildpunkte, sogenannte Pixel, dar. Jedes besteht aus drei Subpixeln, die die Farben Rot, Grün oder Blau darstellen können (RGB-Farb­raum). Aufbau eines Pixels aus drei Subpixeln Die Subpixel sind so klein, dass sie vom Auge nicht getrennt wahrgenommen werden können. Wenn alle Subpixel leuchten, erscheint das Pixel weiß. Wenn nur das rote und grüne Subpixel leuchten, nicht aber das blaue, erscheint das Pixel gelb. Durch unterschiedliche Helligkeiten der Subpixel lassen sich so Pixel in allen Farben erzeugen. Bei der subtraktiven Farbmischung blenden Farbfilter aus weißem Licht bestimmte Farben aus. Beleuchtet man z. B. ein Gelbfilter mit weißem Licht, so lässt es nur die Farbe Gelb passieren. Das Gelbfilter absorbiert die Komplementärfarbe Blau. Mit den Farbfiltern Gelb, Cyan und Magenta können wir subtraktiv Mischfarben erzeugen: Übereinander liegende gelbe und cyanfarbene Filter lassen nur noch Grün hindurch. Magenta und Cyan ergeben Blau, Magenta und Gelb ergeben Rot. Auf diese Weise entsteht derselbe Farbkreis. Das Übereinanderlegen aller drei Filter ergibt Schwarz, denn dann wird das Licht aller Farben herausgefiltert. Das CMYK-Farbprofil (Cyan, Magenta, Yellow, Black) ist das aktuelle Farbmodell für den Vierfarbdruck. Schwarz kommt dazu, weil die Mischung von Cyan, Magenta und Yellow eher einen dunklen Braunton ergibt. Auch bei der ungerichteten Reflexion von Licht an einem Gegenstand werden Farbanteile herausgefiltert. Zum Beispiel werden bei einer Tomate grüne und blaue Farbanteile herausgefiltert. Die restlichen reflektierten Farbanteile ergeben in der Addition Rot.   Bei der additiven Farbmischung werden alle Farben des Farbkreises durch Mischung der Farben Rot, Grün und Blau erzeugt. Bei der subtraktiven Farbmischung werden alle Farben des Farbkreises durch Mischung der Farben Gelb, Cyan und Magenta erzeugt. ",,11
98,2804,3DGlAE2KlPX925FHjibrFZ,DE,-- onli here as a refer task with the basic detector,,,11
99,2805,2y9HXaw1enc88QFGAuaMNC,DE,drachen dürfen nah hochspannungsleitung steigen lassen begrund,,,7
