language,description,context,tenant_id,tenant_name,topic_name,topic_description,word_count,taskId
14854,deu,"Bea fotografiert in ihrer Freizeit Tiere und veröffentlicht die Fotos auf ihrer Homepage.Was muss Bea unternehmen, damit ihre Fotos durch das Urheberrecht geschützt sind? Begründen Sie Ihre Antwort.",,20.0,Digitale Basiskompetenzen,Urheberrecht,Hier geht es um das Urheberrecht.,28,3x1MfA2egc2aDydR7uUsp6
14855,deu,"Bea ist begeistert von den Aufsätzen ihrer Schülerinnen und Schüler. Stolz stellt sie die besten Arbeiten ohne Namensnennung auf ihre Homepage. Weil die Veröffentlichung anonym ist, fragt sie weder die betroffenen Kinder selbst noch deren Eltern.Beurteilen Sie Beas Vorgehen aus rechtlicher Sicht.",,20.0,Digitale Basiskompetenzen,Urheberrecht,Hier geht es um das Urheberrecht.,42,3boh9riWbYw5vj5P3G0lJD
14856,deu,"Rolf findet im Internet ein Bild, das mit obenstehendem Creative-Commons-Label gekennzeichnet ist.Unter welchen drei Bedingungen darf er das Bild weiterverwenden?",,20.0,Digitale Basiskompetenzen,Creative Commons,,20,anujPX52fQR6x3248F2rHV
14857,deu,Rolf zeigt im Klassenlager den Schülerinnen und Schülern die aufgezeichnete Fernsehsendung «Goldwaschen am Napf» als Einstimmung auf eine Exkursion.Beurteilen Sie dies aus rechtlicher Sicht.,,20.0,Digitale Basiskompetenzen,Urheberrecht,Hier geht es um das Urheberrecht.,24,837aEbasa688e557uvxTar
14858,deu,Lehrerin Bea publiziert ohne Rücksprache mit den Eltern auf ihrer öffentlichen Klassenhomepage die Porträtfotos ihrer Schülerinnen und Schüler sowie deren Vornamen.Beurteilen Sie dies aus rechtlicher Sicht.,,20.0,Digitale Basiskompetenzen,Datenschutz und Persönlichkeitsrecht,,26,3oWzcZ9w53u7LC1lmB6Zzz
14859,deu,"Rolfs Schülerband hat in der 10-Uhr-Pause vor den Ferien ihren grossen Auftritt. Auf dem Pausenplatz geben sie ein Konzert vor der ganzen Oberstufe und einigen begeisterten Passanten. Auf dem Programm stehen Coverversionen von bekannten Rock- und Popsongs.Welche Schritte muss Rolf unternehmen, damit er aus rechtlicher Sicht keine Probleme bekommt? Antworten Sie mit einem kurzen Satz pro Schritt.",,20.0,Digitale Basiskompetenzen,Urheberrecht,Hier geht es um das Urheberrecht.,57,1US4mJ2ZPSW6YhwGn5sr8k
14860,deu,"Rolfs Schülerinnen und Schüler verwenden in ihren Vorträgen, die sie als PowerPoint-Präsentation gestalten, fremde Fotos aus dem Internet.Unter welchen Bedingungen ist dies zulässig? Antworten Sie mit einem kurzen Satz pro Bedingung.",,20.0,Digitale Basiskompetenzen,Urheberrecht,Hier geht es um das Urheberrecht.,31,38DVRUtUzmK80JIIPEQFK5
14861,deu,"Beas Werkstatt «Mit dem Igel durch das Jahr» wird ins Verlagsprogramm eines Lehrmittelverlages aufgenommen und dort verkauft.Weshalb muss Bea sämtliche Bilder der Werkstatt ersetzen, die sie unter der oben dargestellten Creative-Commons-Lizenz gefunden hat? Antworten Sie mit einem kurzen Satz.",,20.0,Digitale Basiskompetenzen,Creative Commons,,39,5XeRfbWOsAB8uOpsoObxdm
14862,deu,"Rolf bereitet das Klassenlager vor und erstellt eine passwortgeschützte Excel-Liste, um spezielle Bedürfnisse seiner Schülerinnen und Schüler darin festzuhalten, etwa benötigte Medikamente und Nahrungsmittelallergien. Er schickt den Eltern den Link zum Dokument und das Passwort, damit sie die entprechenden Angaben zu ihrem Kind selber eintragen können.Begründen Sie, warum Rolfs Vorgehen aus rechtlicher Sicht problematisch ist.",,20.0,Digitale Basiskompetenzen,Datenschutz und Persönlichkeitsrecht,,55,4VzSTu3Qkbuat8MKShbRnu
14864,deu,"AusgangslageDie Privatschule AG bittet Sie bei der Bewertung von Aktiven und Passiven um Hilfe. Das Mobiliar der Schule war veraltet. Daher wurde Anfang 20_6 neues Mobiliar (Pulte, Stühle, etc.) im Wert von CHF 150'000.- gekauft. Da die Privatschule bis zum heutigen Tag sehr erfolgreich ist, konnte sich die Schule dies ohne Probleme leisten. Das Mobiliar wird über 10 Jahre linear auf einen Restwert von 0 abgeschrieben. Der Nettoveräusserungswert Ende 20_9 wird auf CHF 50'000.- geschätzt.Frage 2Erklären Sie im unten stehenden Textfeld stichwortartig, wie Sie zur Ermittlung des Wertes vorgegangen sind (2 Punkte). Ziel ist es, Ihr Vorgehen im Detail anzuschauen und allfällige Denkfehler zu erkennen.",,9.0,ffhs,Accounting,,105,6YATLhC6EKb7FLyt1ul8dw
14865,deu,"AusgangslageDie Privatschule AG hat vor 10 Jahren für einen Kaufpreis von CHF 2'300'000.- eine Liegenschaft mit einem grossen Gebäude erworben, welches Sie als Schulgebäude nutzt. Die Liegenschaft mit dem Schulgebäude befindet sich an einer sehr guten Lage in Zürich und der Marktwert wird per Ende 20_9 auf CHF 4'000'000.- geschätzt.Frage 2Erklären Sie im unten stehenden Textfeld stichwortartig, wie Sie zur Ermittlung des Wertes vorgegangen sind (2 Punkte). Ziel ist es, Ihr Vorgehen im Detail anzuschauen und allfällige Denkfehler zu erkennen.",,9.0,ffhs,Accounting,,80,2KBKiamChix7AzgUXh7Fqw
14866,deu,"AusgangslageDie Privatschule AG ist sehr erfolgreich. Da der Bankzins derzeit nicht sehr hoch ist, hat sie Anfang 20_9 börsenkotierte Obligationen mit einem Nominalwert von CHF 50'000 zum Kurs von 97% gekauft. Der Schlusskurs am Bilanzstichtag Ende 20_9 beträgt 102%.Frage 2 Erklären Sie im unten stehenden Textfeld stichwortartig, wie Sie zur Ermittlung des Wertes vorgegangen sind (2 Punkte). Ziel ist es, Ihr Vorgehen im Detail anzuschauen und allfällige Denkfehler zu erkennen.",,9.0,ffhs,Accounting,,70,NDDRbv7TYQ5ycFBk5dno8
14867,deu,"AusgangslageDie Privatschule AG bittet Sie bei der Bewertung von Aktiven und Passiven um Hilfe. Das Mobiliar der Schule war veraltet. Daher wurde Anfang 20_6 neues Mobiliar (Pulte, Stühle, etc.) im Wert von CHF 150'000.- gekauft. Da die Privatschule bis zum heutigen Tag sehr erfolgreich ist, konnte sich die Schule dies ohne Probleme leisten. Das Mobiliar wird über 10 Jahre linear auf einen Restwert von 0 abgeschrieben. Der Nettoveräusserungswert Ende 20_9 wird auf CHF 50'000.- geschätzt.Frage 1Ermitteln Sie den Wert, zu dem das Mobiliar per Ende 20_9 höchstens bilanziert werden darf? (1 Punkt)",,9.0,ffhs,Accounting,,92,5qyVy05gk247mvwo0zHkPa
14868,deu,"AusgangslageDie Privatschule AG hat vor 10 Jahren für einen Kaufpreis von CHF 2'300'000.- eine Liegenschaft mit einem grossen Gebäude erworben, welches Sie als Schulgebäude nutzt. Die Liegenschaft mit dem Schulgebäude befindet sich an einer sehr guten Lage in Zürich und der Marktwert wird per Ende 20_9 auf CHF 4'000'000.- geschätzt.Frage 1Ermitteln Sie den Wert, zu dem die Liegenschaft mit dem Schulgebäude höchstens bilanziert werden darf? (1 Punkt)",,9.0,ffhs,Accounting,,67,1uvGe8Nno5walGTtXriQ6F
14869,deu,"AusgangslageDie Privatschule AG ist sehr erfolgreich. Da der Bankzins derzeit nicht sehr hoch ist, hat sie Anfang 20_9 börsenkotierte Obligationen mit einem Nominalwert von CHF 50'000 zum Kurs von 97% gekauft. Der Schlusskurs am Bilanzstichtag Ende 20_9 beträgt 102%.Frage 1 Ermitteln Sie den Wert, zu dem die Obligationen per Ende 20_9 höchstens bilanziert werden dürfen? (1 Punkt)",,9.0,ffhs,Accounting,,57,7ylhApF5T4O97dnxC6nEZW
14870,deu,Wovon geht das klassische Marketingverständnis aus?,,19.0,Marketing Grundlagen,,,6,3zsKoSGA4LF8u3cxke7qAx
14871,deu,Nennen Sie die drei Schritte der Planungsphase des Marketing Management Prozesses.,,19.0,Marketing Grundlagen,,,11,1fBIf6350GA6gq43VRCrsE
14872,deu,Nennen sie ein häufig verwendetes Konzept zur Analyse des Umfeldes von Unternehmens?,,19.0,Marketing Grundlagen,,,12,9WDKSx00vlW9K0bnORDcJS
14873,deu,Nennen Sie die fünf Anforderungskriterien an die Segmentierung.,,19.0,Marketing Grundlagen,,,8,2uvDjDgO7X5aHZJsafVcan
14874,deu,Der Markenwert kann durch zwei Elemente ausgedrückt werden. Nennen Sie die beiden Elemente.,,19.0,Marketing Grundlagen,,,13,2dJT9P9U4fFaLp5CyP3NHk
14875,deu,Auf welche zwei Arten kann man die Markenbekanntheit messen?,,19.0,Marketing Grundlagen,,,9,2BpcPbqRzLZ6KqjSjgxSi7
14876,deu,Nennen Sie die zwei Normstrategien der Kundenakquisition.,,19.0,Marketing Grundlagen,,,7,5QeevFBNgjK8J5oBsnMKiq
14877,deu,Erläutern Sie den Unterschied zwischen potenziellen und aktuellen Kunden im Kundenbeziehungslebenszyklus.,,19.0,Marketing Grundlagen,,,11,9YJGjiwwmRmaO6UJLjt6K3
14878,deu,Welche Arten der Diversifikation gibt es?,,19.0,Marketing Grundlagen,,,6,36Cl8yhjcbaa6kY2PIMbRB
14879,deu,Welche Typen von Prozessen lassen sich in einem Unternehmen unterscheiden?,,19.0,Marketing Grundlagen,,,10,8CxNuOExW7T8AFVh6SHo8n
14880,deu,Welche Aufgaben umfasst die Personalpolitik. Nennen Sie die vier Aufgaben.,,19.0,Marketing Grundlagen,,,10,5cB1PdSBUxsapU9Hcy7HtI
14881,deu,Welches sind die Erfolgsfaktoren im digitalen Marketing?,,19.0,Marketing Grundlagen,,,7,6zths9mH7Cq8EIwhbJMlMW
14882,deu,Nennen Sie die vier grundlegenden Stossrichtungen digitaler Instrumente.,,19.0,Marketing Grundlagen,,,8,59AwTgl3apR9fHoPM6KGPH
14884,deu,Im Zusammenhang mit der Reaktion von Mitarbeitenden auf strategische Veränderungen lassen sich grundsätzlich vier Mitarbeitertypen unterscheiden. Nennen Sie die vier Typen.,,19.0,Marketing Grundlagen,,,21,6TPlnzEFTBP7AFpUjaHhGt
14885,deu,Dem Begriff der Unternehmenskultur lassen sich je nach betrachtetem Modell verschiedene Komponenten zuordnen. Tomczak unterscheidet vier Ebenen. Nennen Sie die vier Ebenen.,,19.0,Marketing Grundlagen,,,22,a3mnO3FTYVN9Oxoyp2Vh2I
14886,deu,Was stand in den 1980ern im Marketing im Fokus? Nennen Sie die wichtigen Merkmale.,,19.0,Marketing Grundlagen,SW1: Einführung ins Marketing und geschichtliche Entwicklung,,14,1tWjiD8qkak6L7SO2GOUZz
14887,deu,"AufgabenbeschreibungSie prüfen Ihr Wissen zum Transtheoretischen Modell (TTM).LernzielIch verstehe das TTM und kann es in einem Fallbeispiel anwenden.Zeitkriterien im TTMZum TTM gehören Zeitkriterien. Die Autoren beschreiben für jedes Stadium, innerhalb welcher Zeitspanne jemand sein Verhalten zu ändern gedenkt oder wie lange jemand ein erwünschtes Verhalten praktiziert. In der Praxis sind die Zeitkriterien keine fixen Vorgaben, sondern Orientierungshilfen. In dieser Art verwenden wir hier die Zeitangaben. Einige Studierende arbeiten übrigens in ihrer Praxis mit dem TTM ganz ohne Zeitkriterien.FallvignetteKarl-Heinz, 17 Jahre alt, wohnt bei seinen Eltern in einer grösseren Stadt in der Schweiz. Er ist im 2. Lehrjahr als Maler. In der Berufsschule ist er beliebt, am Arbeitsort wird er als fleissiger Lehrling geschätzt. Karl-Heinz wurde von der Polizei mehrmals beim Kiffen erwischt. Ein Gerichtsurteil verpflichtet ihn nun zu einem Kurs der städtischen Suchtpräventionsstelle. Das Thema dort ist die Reduktion oder der Stopp des Cannabis-Konsums. Der Kurs wird im Einzelsetting durchgeführt.Ausgangslage: Karl-Heinz erscheint rechtzeitig zum ersten Termin. Herr Konsilio, der Kursleiter, informiert ihn über den Kursverlauf. Karl-Heinz hört aufmerksam zu. Dann sagt er abschliessend: „Das ist ja alles interessant, hat aber nichts mit mir zu tun. Ich weiss nicht, warum ich mit dem Kiffen aufhören sollte. Ich kiffe nur am Abend und am Wochenende. Ich habe gute Zeugnisse, in der Schule und bei der Arbeit. Ich werde meine Pflichtstunden bei Ihnen absitzen. Mehr aber nicht.”FrageIn
welchem Stadium des TTM befindet sich Karl-Heinz?",,9.0,ffhs,Psychologie,,231,6je9mSkTQUD6j0oXc0XQrA
14888,deu,"Aufgabe 3Karl-Heinz scheint nach der ersten Sitzung mit Herrn Konsilio wenig beeindruckt. Am liebsten würde er nicht mehr hingehen, er habe besseres zu tun. Cannabis sei ein politisches Problem, dass er und seine Kumpel ausbaden müssten. Herr Konsilio lächelt und macht mit ihm die Pflichttermine ab.An der nächsten Sitzung eröffnet Karl-Heinz überraschend, er habe drei Tage nicht gekifft und dann erst gestern wieder einen Joint geraucht. Den Aufwand, der um ein paar Joints gemacht werde, finde er übertrieben. Er könne sich aber doch vorstellen, weniger zu kiffen.FrageIn welchem Stadium des TTM befindet sich Karl-Heinz nun?",,9.0,ffhs,Psychologie,,95,an4Fz56H0WT6IEjQje3AMv
14889,deu,Benennen Sie die Phasen der Kundenbeziehung.,,19.0,Marketing Grundlagen,,,6,4NNxvy93M4B9ga8HmozWhz
14890,deu,Erläutern Sie stichwortartig worum es bei potenziellen Kunden im Kundenbeziehungslebenszyklus geht.,,19.0,Marketing Grundlagen,,,11,1EPrTzqFvve9qvoHOr5bPP
14891,deu,Nennen Sie die drei verschiedenen Kategorien der Kommunikationszielen.,,19.0,Marketing Grundlagen,,,8,1q8HjXTXl6pafd3UuTNn7a
14892,deu,Was sind die Kernelemente eines Experiments? Antworten Sie stichwortartig.,,19.0,Marketing Grundlagen,,,9,6PqIlscbsyz8u399b8CvY1
14893,deu,Wie kann man das Produktportfolio weiterentwickeln? Nennen Sie stichwortartig die verschiedenen Möglichkeiten.,,19.0,Marketing Grundlagen,,,12,2Mddfpq7qgDa8iYxEo1ZxT
14894,deu,Nennen Sie die drei Eckpunkte des magischen Dreiecks des Pricings.,,19.0,Marketing Grundlagen,,,10,9J2yHcGXsEfaxJmFU93t7q
14896,deu,"Der Ausdruck Nachfahren stammt vom Grundwort ‘FAHR’ (althochdeutsch faran, ‘steuern’, ‘sich fortbewegen’). Erkläre die Bildhaftigkeit des Ausdrucks.",,1.0,Lernnavi,Verschiedenes,,17,6JbDfFBGSWL5PV7f1vfuQM
14897,deu,"Der Ausdruck Fuhr stammt vom Grundwort ‘FAHR’ (althochdeutsch faran, ‘steuern’, ‘sich fortbewegen’). Erkläre seine Bedeutung.",,1.0,Lernnavi,Verschiedenes,,15,8JpcAKx32tR8iPBZXyy9Mv
14898,deu,Ersetze den fett gedruckten Ausdruck durch ein Synonym: «Er hat Geschmack für Mode.»,,1.0,Lernnavi,Synonyme/Antonyme,,13,8NaclHgFFv79UrF6HKLluq
14899,deu,"Ein wichtiges Mittel, neue Erkenntnisse und Sachverhalte sprachlich mit bestehenden Mitteln zu erfassen, ist die Übertragung der eigentlichen Bedeutung auf Dinge, die man sich bildlich vorstellt. Erkläre den Ausdruck Fussnote aus der eigentlichen Bedeutung ‘FUSS’.",,1.0,Lernnavi,Übertragene Bedeutung,,35,51vmUpiNHBf6NMTKufDbqw
14900,deu,"Der Ausdruck Fährte stammt vom Grundwort ‘FAHR’ (althochdeutsch faran, ‘steuern’, ‘sich fortbewegen’). Erkläre seine Bedeutung.",,1.0,Lernnavi,Verschiedenes,,15,3w8ZWju1fX27KYHRHoYVZl
14912,deu,Dies ist eine offene Aufgabe,,12.0,Dennis Mobile Academy,Movie knowledge,asdfsdf,5,4KWbwnTRRMMawwNAZGhuox
14913,deu,Erkläre die Bedeutung des folgenden Ausdrucks:dialektal,,1.0,Lernnavi,Fachbegriffe- und Fremdwörter,,6,auENLxQmQPpaV7QFcjwH3E
14914,deu,Erkläre die Bedeutung des folgenden Ausdrucks:fachsprachlich,,1.0,Lernnavi,Wortschatz,,6,1NBRv5heAsqbZa8sABf6mM
14915,deu,Erkläre die Bedeutung des folgenden Ausdrucks:Durchschnittssprecher,,1.0,Lernnavi,Wortschatz,,6,4EV.Ccg5Aa.a2jHtglgeSC
14916,deu,"Ein wichtiges Mittel, neue Erkenntnisse und Sachverhalte sprachlich mit bestehenden Mitteln zu erfassen, ist die Übertragung der eigentlichen Bedeutung auf Dinge, die man sich bildlich vorstellt. Erkläre den Ausdruck Fussnote aus der eigentlichen Bedeutung ‘FUSS’.",,1.0,Lernnavi,Übertragene Bedeutung,,35,3kWiRs7UiwT6Iy8PLc6eSd
14932,deu,Der Betriebsabrechnungsbogen besteht aus drei Kernelementen (Kostenrechnungen). Um welche handelt es sich?,,11.0,connectsolutions_de,Rechnungswesen,,12,1Lp9RuD9olT6GPuS0p3qDW
14943,deu,"AusgangslageDie Privatschule AG bittet Sie bei der Bewertung von Aktiven und Passiven um Hilfe. Das Mobiliar der Schule war veraltet. Daher wurde Anfang 20_6 neues Mobiliar (Pulte, Stühle, etc.) im Wert von CHF 150'000.- gekauft. Da die Privatschule bis zum heutigen Tag sehr erfolgreich ist, konnte sich die Schule dies ohne Probleme leisten. Das Mobiliar wird über 10 Jahre linear auf einen Restwert von 0 abgeschrieben. Der Nettoveräusserungswert Ende 20_9 wird auf CHF 50'000.- geschätzt.Frage 3Begründen Sie im unten stehenden Textfeld stichwortartig Ihr Vorgehen (Warum Sie so vorgegangen sind) (2 Punkte). Ziel ist es, dass Ihr Vorgehen mit Hilfe der gesetzlichen Bestimmungen begründen können.",,9.0,ffhs,Accounting,,104,9D8EK0vMjSP7TyovoezosK
14944,deu,"AusgangslageDie Privatschule AG hat vor 10 Jahren für einen Kaufpreis von CHF 2'300'000.- eine Liegenschaft mit einem grossen Gebäude erworben, welches Sie als Schulgebäude nutzt. Die Liegenschaft mit dem Schulgebäude befindet sich an einer sehr guten Lage in Zürich und der Marktwert wird per Ende 20_9 auf CHF 4'000'000.- geschätzt.Frage 3Begründen Sie im unten stehenden Textfeld stichwortartig Ihr Vorgehen (Warum Sie so vorgegangen sind) (2 Punkte). Ziel ist es, dass Ihr Vorgehen mit Hilfe der gesetzlichen Bestimmungen begründen können.",,9.0,ffhs,Accounting,,79,7VMqCoMCVKt9q3MA6S8OMF
14945,deu,"AusgangslageDie Privatschule AG ist sehr erfolgreich. Da der Bankzins derzeit nicht sehr hoch ist, hat sie Anfang 20_9 börsenkotierte Obligationen mit einem Nominalwert von CHF 50'000 zum Kurs von 97% gekauft. Der Schlusskurs am Bilanzstichtag Ende 20_9 beträgt 102%.Frage 3 Begründen Sie im unten stehenden Textfeld stichwortartig Ihr Vorgehen (Warum Sie so vorgegangen sind) (2 Punkte). Ziel ist es, dass Ihr Vorgehen mit Hilfe der gesetzlichen Bestimmungen begründen können.",,9.0,ffhs,Accounting,,69,36q34vkz1298xvBYZgQIcr
14946,deu,"Ein Warenhandelsunternehmen bildet immer das Warendrittel im Zuge der Bewertung des Warenlagers. Was geschieht mit den stillen Reserven, wenn das Warenlager abnimmt? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).",,9.0,ffhs,Accounting,,31,5MmwA7Y7AIs6QHqfqywBJx
14947,deu,Welchen Einfluss kann die Höhe des Umrechnungskurses für Verbindlichkeiten in fremder Währung auf die Bildung von stillen Reserven haben? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).,,9.0,ffhs,Accounting,,28,4o6BJYhx09aarfMLMpExcJ
14948,deu,Welchen Einfluss hat die Auflösung von stillen Reserven auf den Gewinn des Geschäftsjahres in der externen und der internen Erfolgsrechnung? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).,,9.0,ffhs,Accounting,,29,5JuMwWdXR7b6T4NFvlrqbL
14949,deu,Welchen Einfluss hat die Bildung von stillen Reserven auf den Gewinn des Geschäftsjahres in der externen und der internen Erfolgsrechnung? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).,,9.0,ffhs,Accounting,,29,3WWcJfgwQWk8mvXsx9ImNh
14950,deu,Wie werden stille Reserven in der Handelsbilanz und wie werden stille Reserven in der Steuerbilanz behandelt? Erklären Sie im unten stehenden Textfeld stichwortartig (2 Punkte).,,9.0,ffhs,Accounting,,25,XTNtgSiTKh6s7fEpECwbr
14951,deu,AusgangslageDie Handels AG ist ein kleines Warenhandelsunternehmen. Sie sind beauftragt die wirtschaftliche Lage des Unternehmens zu beurteilen. Mitarbeiter der Buchhaltung stellen Ihnen die folgenden Kennzahlen zur Verfügung:Liquiditätsgrad 3 = 473 %Eigenkapitalquote = 64 %Liquiditätsgrad 1 = 27 %Anlagedeckungsgrad 2 = 138 %Intensität des Umlaufvermögens = 33 %Liquiditätsgrad 2 = 153 %Intensität des Anlagevermögens = 67 %Frage 2Beurteilen Sie anhand der relevanten Kennzahl(en) die Kapitalstruktur des Unternehmens und begründen Sie im unten stehenden Textfeld stichwortartig (5 Punkte).,,9.0,ffhs,Accounting,,76,9t7QBrdZd9M7rMrsfuhIpx
14952,deu,AusgangslageDie Handels AG ist ein kleines Warenhandelsunternehmen. Sie sind beauftragt die wirtschaftliche Lage des Unternehmens zu beurteilen. Mitarbeiter der Buchhaltung stellen Ihnen die folgenden Kennzahlen zur Verfügung:Liquiditätsgrad 3 = 473 %Eigenkapitalquote = 64 %Liquiditätsgrad 1 = 27 %Anlagedeckungsgrad 2 = 138 %Intensität des Umlaufvermögens = 33 %Liquiditätsgrad 2 = 153 %Intensität des Anlagevermögens = 67 %Frage 2Beurteilen Sie anhand der relevanten Kennzahl(en) die Liquidität des Unternehmens und begründen Sie im unten stehenden Textfeld stichwortartig (5 Punkte).,,9.0,ffhs,Accounting,,76,8lCKfuC7z6p7g27v8bziwz
