taskId,description,language,context,tenant_name,word_count
2859,36kHMGRnS2l6BPDrGpHf88,"Beschreibe, was Jens falsch gemacht hat.",DE,"  Unterschiedliche Geschwindigkeiten Auf einer langen, geraden Straße fährt ein langsam fahrender Traktor. Jens fährt mit seinem Auto hinter dem Traktor her und ist über die geringe Geschwindigkeit des Traktors genervt. Der Traktor fährt mit einer Geschwindigkeit von 15 km h . Jens will unbedingt den Traktor überholen. Zwar sieht Jens in der Ferne ein entgegenkommendes Auto. Er denkt sich aber, dass er das noch schafft – aber dann ist es auch schon passiert, ein Unfall!   Geschwindigkeiten einschätzen Häufig schätzen wir Geschwindigkeiten im Straßenverkehr falsch ein. Eine überlegte Fahrweise und ein Blick auf das Tachometer helfen, Unfälle zu vermeiden.   der /das Tachometer der/das Tachometer: das Messgerät zum Messen von Geschwindigkeiten   Geschwindigkeitskontrollen Vor allem an Unfallschwerpunkten, Baustellen oder Ortseingängen werden Geschwindigkeitskontrollen durchgeführt (siehe Foto). Autofahrer sind häufig überrascht, wie schnell sie gefahren sind.   Merke: Gerade im alltäglichen Straßenverkehr werden Geschwindigkeiten meistens falsch eingeschätzt. Vermeidbare Unfälle sind die Folge. ",EKV_Physik,6
1809,7bJSSnEH7oC9X4OLEOBOHF,Ergänze im Passiv Präsens.empfehlen: Das Restaurant,DE,,Cornelsen DE,6
1808,97MdgAui4Mk7m6cOU11GNV,Ergänze im Passiv Präsens.fliegen: Das Flugzeug,DE,,Cornelsen DE,6
3134,5oqGiMxV5DEaQYbfww3PjD,M_GM Reference Task with Format Aspects,DE,,connectsolutions_de,6
3220,5bK13jAY6gI8OW824Qt8HI,Was ist der Zweck einer Genossenschaft?,DE,,connectsolutions_de,6
3239,1hKt5CrhMQAagkCrji3N9R,Erkläre die Bedeutung des folgenden Ausdrucks:fachsprachlich,DE,,Lernnavi Deutsch - Aspect 2.0,6
3797,6yNdpj87pJoaocPLh4GRKB,Was ist die Hauptstadt der Schweiz,DE,,lernetz,6
3876,9PlhdsAkg8Q7C5rDChlZOJ,Wer ist der Präsident der USA,DE,,lernetz,6
2817,7f9pAtWaOvl75k805g4X65,Zähle Beispiele für schiefe Ebenen auf.,DE,"  Die schiefe Ebene hilft den Menschen An öffentlichen Gebäuden sind neben Treppen auch Rampen vorhanden. Die Rampen sollen vor allem Menschen mit Rollstuhl den Zugang ins Gebäude erleichtern. Eine Rampe ist ein Beispiel für eine schiefe Ebene.   Rampe die Rampe: schräge Fläche   Die schiefe Ebene untersuchen Mit dem Versuchsaufbau in der Grafik kannst du untersuchen, wie man mithilfe einer schiefen Ebene Kraft sparen kann. Dazu hältst du einen Experimentierwagen mit einem Federkraftmesser auf einer schiefen Ebene fest. Die Zugkraft F Z , die du zum Festhalten benötigst, ist dabei genauso groß wie die Hangabtriebskraft F H , die den Wagen die schiefe Ebene hinunterzieht. Wenn du mit der schiefen Ebene eine Last nach oben transportierst, dann gilt: Je kleiner der Steigungswinkel α ist, desto kleiner ist die Hangabtriebskraft F H und im gleichen Maß die Zugkraft F Z . Mit der schiefen Ebene kann man also Kraft sparen. Allerdings wird der Kraftweg mit kleineren Steigungswinkeln immer größer. Die Goldene Regel der Mechanik gilt auch bei der schiefen Ebene.   Merke: Eine schiefe Ebene hilft, Kraft zu sparen. Sie vergrößert aber den Kraftweg entsprechend. ",EKV_Physik,6
2040,2XCZvkZWgxOaAr62HhDWR3,Nenne ein Beispiel für eine Interessengruppe.,DE,,connectsolutions_de,6
2698,8gvIOhnGwyy7QUFOFsOLTX,Nenne die wesentlichen Bestandteile des Wärmekraftwerks.,DE,"  Wie ein Wärmekraftwerk funktioniert Ein Wärmekraftwerk sieht kompliziert aus. Kühltürme, Schornsteine und viele andere Gebäude sind über ein großes Gelände verteilt. Doch schon ein einfacher Versuch verdeutlicht, wie ein Wärmekraftwerk funktioniert. In einem Teekessel wird Wasser erwärmt, bis es siedet. Das Wasser wird zu Dampf und treibt ein kleines Turbinenrad an. Verbindet man nun das Turbinenrad mit einem Dynamo, dann dreht er sich und erzeugt elektrische Energie. Die Abläufe des Modellversuchs findest du auch in Wärmekraftwerken. In Wärmekraftwerken wird chemische Energie, die z. B. in Kohle, Erdöl oder Erdgas gespeichert ist, durch Verbrennung zunächst in Wärme und dann in elektrische Energie umgewandelt. Die Grafik zeigt, wie ein Kohlekraftwerk funktioniert.   Energieentwertung Die Umwandlung von Wärme in elektrische Energie gelingt in keinem Wärmekraftwerk vollständig. Bei jeder Energieumwandlung wird auch Wärme frei, die nicht genutzt werden kann. Diese Energie ist entwertet (verleiche die Grafik unten). In modernen Wärmekraftwerken werden rund 40% der eingesetzten chemischen Energie in elektrische Energie umgewandelt. Die restlichen rund 60% sind entwertet.   Kohlekraftwerke Braunkohlekraftwerke und Steinkohlekraftwerke decken etwa die Hälfte des Bedarfs an elektrischer Energie in Deutschland ab. Ein einziges Kraftwerk erzeugt eine elektrische Leistung von 2700 M W . Das reicht aus, um zwei Großstädte mit Strom zu versorgen. Pro Tag werden in einem solchen Kraftwerk rund 70 000 t Braunkohle verbrannt. Das entspricht rund 2000 Lastwagen-Ladungen.   Verstärkung des Treibhauseffekts Bei der Verbrennung von Kohle, Erdöl und Erdgas entstehen große Mengen an Schadstoffen, z. B. Kohlenstoffdioxid, Schwefeldioxid, Stickstoffoxide oder Aschenstaub. Einige Schadstoffe können durch aufwendige Filteranlagen verringert werden. Es gelangen aber trotzdem noch viele Schadstoffe ungehindert in unsere Atmosphäre. Diese Schadstoffe verstärken den Treibhauseffekt.   Merke: In Wärmekraftwerken wird aus chemischer Energie elektrische Energie erzeugt. Bei der Umwandlung wird Energie entwertet und es entstehen Schadstoffe, die den Treibhauseffekt verstärken. ",EKV_Physik,6
3897,36qfICLEVbA7Sb2ZGsGB2A,Wie heisst der Präsident der USA?,DE,,lernetz,6
3903,8unILuSXIHJa3c7flInj1X,Wer ist der Präsident der USA,DE,,lernetz,6
4353,5svpFq2MOQ99OWxM7UiegQ,Nenne ein Beispiel für eine Interessengruppe,DE,"RIGHT: Mitarbeiter
WRONG:",connectsolutions_de,6
660,9Aa4h4yosMb9oAglIYVbMr,Translate into German:Він народився у Швейцарії.,DE,,demo,6
3912,92jRxG7hKV49Od7REYNGBA,Wer ist der Präsident der USA,DE,,lernetz,6
2818,4zK0X1NHrgm6FEIDZSbNeU,"Beurteile, ob ein Flaschenöffner ein Hebel ist.",DE,"  Die Wippe ist ein Hebel Fast auf jedem Spielplatz befindet sich eine Wippe. Kinder sitzen an je einem Ende der Wippe und können miteinander schaukeln. Physikalisch betrachtet ist eine Wippe ein Hebel . Jeder Hebel hat einen Drehpunkt . Alle Griffe oder Stangen, die drehbar gelagert sind, bezeichnet man als Hebel. Bei der Wippe gibt es links und rechts vom Drehpunkt einen Hebelarm . Die Wippe bezeichnet man deshalb als zweiseitigen Hebel .   Der Hebel als Kraftwandler Auf einer Wippe hast du bestimmt schon beobachtet, dass ein kleines Mädchen einen großen Jungen anheben kann. Wie funktioniert das? Mit ihrem Gewicht üben die Kinder auf der Wippe eine Kraft nach unten aus. Das kleinere und leichtere Mädchen übt mit ihrem Körpergewicht weniger Kraft aus als der große Junge. Sie sitzt aber weiter vom Drehpunkt weg. Deshalb kann das Mädchen den großen Jungen anheben. Hebel können also Kräfte verändern. Man sagt deshalb auch: Hebel sind Kraftwandler . Am Beispiel des kleinen Mädchens erkennst du: Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand .   Kraftaufwand der Kraftaufwand: die Kraft, die benötigt wird   Eine harte Nuss ist zu knacken Willst du eine Nuss zerdrücken, reicht deine Muskelkraft alleine nicht aus. Du brauchst ein geeignetes Werkzeug dazu. Am besten eignet sich ein Nussknacker mit langem Griff. Beim Nussknacker befindet sich der Drehpunkt ganz am Ende des Hebels. Es gibt einen kurzen und einen langen Hebelarm beim Nussknacker. Den langen Hebelarm nutzt du zum Zudrücken.   Der einseitige Hebel Befinden sich die beiden Hebelarme auf derselben Seite vom Drehpunkt, so spricht man von einem einseitigen Hebel . Beispiele für einen einseitigen Hebel sind der Nussknacker und die Schubkarre:   Anwendung von Hebeln Bei vielen Werkzeugen wird die Kraftwandlung von Hebeln ausgenutzt. Die Astschere und der Schraubenschlüssel sind Beispiele für Werkzeuge mit Hebeln. Durch eine Verlängerung des Griffs wird der Kraftaufwand für den Handwerker kleiner.   Merke: Ein Hebel besteht aus einem Drehpunkt und zwei Hebelarmen. Es gibt einseitige und zweiseitige Hebel. Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand. ",EKV_Physik,7
2836,7d2nAk0XyGQ7YM4Wuy6eQN,Nennen Sie die Merkmale einer harmonischen Schwingung.,DE,"  In unserer Umwelt beobachten wir häufig Vorgänge, die sich wiederholen, z.B. die Bewegung einer Schaukel oder eines Uhrpendels, eines Bungee-Springers, einer klingenden Gitarrensaite.   Gleichartige Bewegungsabläufe, bei denen sich die Richtung immer wieder umkehrt und die sich nach einer bestimmten Zeit wiederholen, heißen Schwingungen . Schwingungsfähige Systeme bezeichnet man als Oszillatoren . Die Schwingung erfolgt zwischen zwei Umkehrpunkten. Oft gibt es einen ausgezeichneten Punkt, der Gleichgewichts- oder Ruhelage heißt. Die momentane Entfernung von der Ruhelage heißt Auslenkung s oder Elongation s . Ihren Maximalwert bezeichnet man als Amplitude s M . Bei real ablaufenden Schwingungen nimmt die Amplitude in der Regel ab, die Bewegung hört nach einer gewissen Zeit auf. Es liegt eine gedämpfte Schwingung vor. Idealisiert man die Bewegung und nimmt eine konstante Amplitude an, so spricht man von einer ungedämpften Schwingung . Eine solche idealisierte Schwingung kann man sich als ständige Wiederholung eines Bewegungsabschnittes, einer Periode , vorstellen. Die dafür benötigte Zeitdauer bezeichnet man als Periodendauer T . Der Quotient f = 1 T heißt Frequenz und gibt die Anzahl der Perioden in einer Sekunde an. Zu Ehren von Heinrich Hertz (1857 – 1894) heißt die Einheit der Frequenz 1 Hertz (Hz): 1 H z = 1 s . Bewegungen die sich auf diese Weise beschreiben lassen, nennt man periodische Bewegungen . Das t - s -Diagramm der idealisierten Schwingung eines Oszillators ist eine Sinuskurve, die bei geeigneter Wahl des Koordinatensystems durch den Ursprung verläuft. Solche Bewegungen heißen harmonische Schwingungen . Ihr Graph wird durch die Gleichung s t = s M · sin ω · t beschrieben. Dabei ist s M die konstante Amplitude, ω ein Faktor mit der Einheit 1 s , sodass ω · t ein Zahlenwert ist, der als Winkel im Bogenmaß interpretiert werden kann. Dieser Winkel heißt Phase der Schwingung. Zu Beginn, d.h. für s 0 = 0 , bewegt sich der Oszillator aufwärts. Nach einer Periode passiert er mit s T = s M · sin ω · T = 0 bei der Aufwärtsbewegung erneut die Ruhelage. Also muss ω · T = 2 π sein. Die Steigung im t - s -Diagramm liefert zu jedem Zeitpunkt die Geschwindigkeit v ( t ) : v t = v M · cos ω · t Aus der Steigung dieses t - v -Graphen ergibt sich die Beschleunigung a ( t ) : a t = a M · sin ω · t Messungen zeigen, dass für die maximale Geschwindigkeit bzw. Beschleunigung gilt: v M = ω · s M und a M = ω · v M = ω 2 ⋅ s M   Schwingungen, deren t - s -Diagramm durch eine Sinuskurve beschrieben wird, heißen harmonische Schwingungen. Für sie gelten folgende Bewegungsgesetze: s t = s M · sin ω · t mit ω = 2 π T v t = v M ⋅ cos ω · t mit v M = ω · s M α t = - α M · sin ω · t mit α M = ω · v M = ω 2 · s M ",EKV_Physik,7
2858,6TGMWbfrXY0a0lpY9BKvCb,Nenne Beispiele für den Einsatz von Zahnrädern.,DE,"  Mit Zahnrädern können Kräfte direkt übertragen werden. Werden zwei (oder mehr) Zahnräder miteinander kombiniert, entsteht ein Zahnradgetriebe .   Geschwindigkeiten beim Zahnradgetriebe Zwei Zahnräder sind miteinander kombiniert. Sind die Zahnräder gleich groß, so dreht sich das antreibende Zahnrad genauso schnell wie das angetriebende Zahnrad. Ist das antreibende Zahnrad größer als das angetriebene Zahnrad, so dreht sich das antreibende Zahnrad langsamer als das antreibende Zahnrad. Ist das antreibende Zahnrad kleiner als das angetriebene Zahnrad, so dreht sich das antreibende Zahnrad schneller als das antreibende Zahnrad.   antreibend antreibend: etwas, das etwas anderes antreibt   Kräfte beim Zahnradgetriebe Das antreibende Zahnrad hat nun den Radius r 1 und das angetriebene Rad den Radius r 2 . Wirkt am antreibenden Zahnrad die Kraft F 1 und am angetriebenen Zahnrad die Kraft F 2 , dann gilt für die Kräfte: r 1 · F 1 = r 2 · F 2 Mit einem Zahnradgetriebe kann also Kraft eingespart werden. Bei Autos und Fahrrädern werden Zahnradgetriebe eingesetzt. Schaltest du bei einer Fahrrad-Gangschaltung in einen höheren Gang, dann werden die Zahnräder in der Gangschaltung so kombiniert, dass du weniger Kraft benötigst. Du musst allerdings für die gleiche Strecke häufiger „treten“.   Merke: Zahnräder dienen der direkten Kraftübertragung. Zahnradgetriebe sind eine Kombination aus mehreren unterschiedlich großen Zahnrädern. ",EKV_Physik,7
2396,6b1B7zJPWCD9uFU0Df6LAg,Nenne in Stichworten eine Nebenpflicht des Arbeitgebers.,DE,,connectsolutions_de,7
2711,48NghmTL58Y84TBAMVw5eD,"Erkläre, woran man eine beschleunigte Bewegung erkennt.",DE,"  Beim Start eines Formel‑1‑Rennens wird es sehr laut. Wenn die Ampel ausgeht, drücken die Fahrer auf die Gaspedale. Die Rennwagen werden immer schneller, die Geschwindigkeit nimmt zu. Man sagt: Die Fahrzeuge werden beschleunigt.   Was genau ist die Beschleunigung? Die Beschleunigung gibt an, um wie viel die Geschwindigkeit in einer bestimmten Zeit zunimmt: Beschleunigung = Geschwindigkeitszunahme Zeit Die Beschleunigung hat das Formelzeichen a .   Beschleunigung in der Formel 1 Bei einer beschleunigten Bewegung ändert sich die Geschwindigkeit. Die Formel‑1‑Fahrer sehen dies am Tachometer ihrer Fahrzeuge. Solange ein Fahrzeug beschleunigt wird, nimmt die Geschwindigkeit immer weiter zu, z. B. um 36 km h pro Sekunde. Dieser Wert gilt für einen Formel‑1‑Rennwagen. Autos im Straßenverkehr haben kleinere Werte.   der/das Tachometer der/das Tachometer: Das Messgerät zeigt die Geschwindigkeit eines Fahrzeugs in km h an.   Von 0 auf 100 in zehn Sekunden In Autotests findet man häufig Aussagen wie „von 0 auf 100 in 10 Sekunden“. Diese verkürzte Sprechweise soll Folgendes bedeuten: Ein Auto beschleunigt aus dem Stillstand ( 0 km h ) heraus und erreicht nach einer Zeit von 10 Sekunden die Geschwindigkeit von 100 km h .   Einheit der Beschleunigung In den Beispielen oben hat man für die Geschwindigkeit die Einheit km h verwendet. Es ist aber geschickt, die Geschwindigkeit in der Einheit m s anzugeben. Für den Formel‑1‑Rennwagen gilt dann: Seine Beschleunigung beträgt 10 m s pro Sekunde. Dies kann man auch als 10 m s · s = 10 m s 2 schreiben. Mit dem Formelzeichen schreibt man es so: a = 10 m s 2 .   Gleichmäßig beschleunigt In unseren Beispielen gehen wir davon aus, dass die Beschleunigung a immer gleich bleibt. Dies nennt man eine gleichmäßig beschleunigte Bewegung . In der Realität gibt es manchmal Abweichungen. Diese können wir aber vernachlässigen .   vernachlässigen vernachlässigen: etwas nicht beachten   Zeit-Geschwindigkeits-Diagramm Eriona möchte in einem Experiment herausfinden, wie die Beschleunigung ihres neuen Autos ist. Dazu beschleunigt sie ihr Auto, während ihr Freund Darius alle notwendigen Messwerte in einer Tabelle festhält. Eriona und Darius erkennen, dass das Auto pro Sekunde um 2 m s schneller wird. Die in der Tabelle stehenden Messwerte kann man in ein t ‑ v ‑Diagramm (Zeit‑Geschwindigkeits‑Diagramm) übertragen. Es entsteht eine ansteigende Gerade. Tabelle für Messwerte t in s v in m s 0 0 2 4 4 8 6 12 8 16 10 20   Merke: Die Beschleunigung a ist Geschwindigkeitszunahme pro Zeit. Die Einheit der Beschleunigung ist m s 2 . Bei einer beschleunigten Bewegung nimmt die Geschwindigkeit zu. ",EKV_Physik,7
3023,8hzzFGP71r37l7P23n7B42,Simplify this expression. Type in your answer.4(12x),DE,,Classtime_Math_POC,7
1122,77ie2UMlNNealZTBPJN3An,"Перекладіть речення: """"А"" - перша літера абетки.""",DE,,api-trial-k.brunn93+api-trial-at-gmail.com,7
3765,2xuhRI6gkQDaFgCkMAMESr,Beschrijf wat je op deze afbeelding ziet.,DE,,Revisely,7
3766,9KFNLcdsWd29AAceQVcsqb,Beschrijf wat je op deze afbeelding ziet.,DE,,Patrick_demo,7
3904,5rKN1LksGuhatMucIOttMo,Was sind Schutz und Resilienzfaktoren von Kindern?,DE,,lernetz,7
3879,41DEOghDR9w6ZatBKKQvDb,Was sind Schutz und Resilienzfaktoren von Kindern?,DE,,lernetz,7
3559,ao9KWS5EhGka20G5MYlTab,Was sagt das Siede-Tau-Diagramm aus? (300 Zeichen),DE,,BASF_DE,7
3024,H2GyBqnJ6H7C1otyzNJKn,Is a square considered a rectangle? Explain.,DE,,Classtime_Math_POC,7
3222,9XPGNeSialb622EcaKzEhR,Welche sind die ergänzenden 3Ps des Marketing-Mix?,DE,,connectsolutions_de,7
3224,ax7FhusSPr25MZWRV25j4l,Aus welchen zwei Elementen besteht die Marktorientierung?,DE,,connectsolutions_de,7
833,5X9l77w0fZN6MyxYnD3KVB,Nenne in Stichworten eine Nebenpflicht des/der Angestellten.,DE,,connectsolutions_de,7
3219,5KlSk5YkgkO6GrhqlV59TE,Benenne die beiden wichtigsten Punkte in einem Arbeitsvertrag.,DE,,connectsolutions_de,8
3221,4bHWpTtpgLI8D0plppZRXR,Mit welchem menschlichen Lebenselixier kann man Bargeld vergleichen?,DE,,connectsolutions_de,8
3218,25x9qrIS2qT7LB2PMIgk1u,Nenne ein Beispiel für einen Nebenpunkt im Vertrag.,DE,,connectsolutions_de,8
3212,5FmJ8YfEnck9Kx5yaTp3tq,Was bedeutet „Preisuntergrenze“ beim Spielraum in der Preisgestaltung?,DE,,connectsolutions_de,8
3872,ahkHRLPsc8G5BlcAbDqAFj,Welche Stadt in Deutschland hat das Kennzeichen BO?,DE,,Patrick_demo,8
3798,21TzsdJik7M86l0KGxVWem,Wie heissen die Bundesrätinnen und Bundesräte der Schweiz?,DE,,lernetz,8
3556,7D8H4VJghgH96RdqSzkm3Q,Unterscheiden Sie „Direkte“ und „Indirekte“ Beheizung. (300 Zeichen),DE,,BASF_DE,8
3554,2flHaZg4UyEarom9RTuPhf,Beschreiben Sie den Aggregatszustandswechsel beim Verdampfen. (250 Zeichen),DE,,BASF_DE,8
2384,6PyF0OwlZm47VRd8ao02xm,Gib ein Beispiel für eine Rationalisierungsmaßnahme.Antworte in Stichworten.,DE,,connectsolutions_de,8
2549,lEsYBtUwjB8W7Lmu4JkPH,Mit welchen Adjektiven charakterisiert der Autor die Werber?,DE,,Lernnavi,8
2552,2EG7YQjQXTX9wI1Y8ViC3H,"Schreibe drei Wörter auf, die auf -heit enden.",DE,,Lernnavi,8
2681,2j6rJkYxYa98ydGaSCW17D,Nenne was beim Zug der Marktweiber passiert ist.,DE,,Kurier JBP ARCHIVED,8
2372,2py0BSkLWLx98Hl8snJFWi,Nenne einen Vorteil von Teilzeitarbeit für das Unternehmen.,DE,,connectsolutions_de,8
2208,9YNgZK9qGs3aIva1dwBYZa,"Nenne einen Hinweis, den uns das Journal liefert.",DE,,connectsolutions_de,8
